STAT3	Interstitial lung and liver disease	
CCR8	airway disease	
CCR1	airway disease	
VEGFA	stage, non-small cell lung cancer	
IFNG	Interstitial lung and liver disease	
CXCR4	airway disease	
CSF2	stage, non-small cell lung cancer	
IL2RA	Interstitial lung and liver disease	
AKT1	stage, non-small cell lung cancer	
C3	airway disease	
CCR3	airway disease	
CXCR2	airway disease	
IL4	Interstitial lung and liver disease	
EGFR	stage, non-small cell lung cancer	
CCR4	airway disease	
KRAS	stage, non-small cell lung cancer	
CCL5	airway disease	
PTGDR2	airway disease	
CXCL8	airway disease	
ERBB2	stage, non-small cell lung cancer	
FGFR1	stage, non-small cell lung cancer	
TAS2R38	airway disease	
JAK2	INPP5D	0.7989062580087279	
CYP2B6	rs2279345	0.99	
UGT1A1	UGT1A1*1, UGT1A1*28, UGT1A1*37, UGT1A1*6	0.8775210229989678	
MET	CRK	0.8197146809151086	
UGT1A6	rs17863783	0.8775210229989678	
FGFR3	GRB2	0.8696919220006937	
MET	RET	0.8372883840480309	
ITK	VAV1	0.8545673917919406	
HCAR2	HTR1D	0.8354005520686607	
P2RY12	CXCR1	0.8354005520686607	
CYP2D6	CYP2D6*1, CYP2D6*10, CYP2D6*3, CYP2D6*4, CYP2D6*41, CYP2D6*5, CYP2D6*6	0.99	
HCAR2	SSTR3	0.8354005520686607	
PDGFRB	GRB7	0.8197146809151086	
UGT1A9	rs34993780	0.9509900498999999	
PDGFRA	FGF4	0.8638403979636339	
ERBB4	EREG	0.8697543949905541	
ERBB4	FGF6	0.8632846785253419	
JAK3	STAT5A	0.8556642356373598	
CYP2D6	rs750996195	0.99	
FCGR2A	IGKV1D-39	0.8622716890165686	
EGFR	DVL2	0.863443159858049	
FCGR3A	IGKV1D-33	0.8631759289499149	
FCGR1A	IGKV1-16	0.8622716890165686	
ABCG2	rs4148157	0.99	
Niacin	QPRT	1	
ERBB2	SOS1	0.8687009828204856	
FGF1	EREG	0.8651659866513213	
ABCB1	rs1128503	0.99	
IFNGR2	JAK1	0.8595222608249842	
HCAR2	CORT	0.8407682499807351	
EGFR	RAPGEF2	0.8372883840480309	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	ITGB5	0.8638247395845513	
JAK1	IFNA21	0.8622496297868503	
CYP19A1	rs749292	0.99	
ERBB2	GFRA3	0.8372883840480309	
FCGR2A	IGHV7-81	0.8622716890165686	
CYP3A4	rs2246709	0.99	
FGFR3	GFRA2	0.8281207788973212	
MET	FGF22	0.857607030791991	
FGFR3	NRAS	0.8590143683516748	
KDR	PAK2	0.8531802811033484	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	APOC2	0.8638247395845513	
rs7412	APOE	0.8132738448803432	
FCGR3A	V5-4	0.8631759289499149	
CYP3A4	MGST2	0.792109822701367	
HCAR3	BDKRB1	0.8354005520686607	
MET	CALM3	0.8281207788973212	
HCAR2	S1PR1	0.8252219011119977	
EGFR	CALM3	0.8435102388865442	
JAK2	CNTFR	0.8248354829013484	
JAK2	CSF2	0.865097443947573	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	TIAM1	0.8638247395845513	
ERBB2	FGF19	0.855946747881349	
ERBB2	HBEGF	0.8698203995503382	
FGF1	NRG1	0.8655209368590407	
CYP3A4	rs4987161	0.9135172474836407	
ERBB4	IL2RB	0.8281207788973212	
FCGR2A	V2-17	0.8622716890165686	
HCAR2	NPBWR2	0.8354005520686607	
rs1042640	UGT1A	0.9801	
FCGR1A	P0CG06	0.8622716890165686	
P2RY12	MCHR2	0.8354005520686607	
C1R	C1QC	0.8396144291374222	
KIT	FGF23	0.8638403979636339	
rs7412	APOE	0.8466346272668187	
HCAR3	CCR6	0.8354005520686607	
Clopidogrel	CYP3A5	1	
FCGR1A	IGKV1D-33	0.8622716890165686	
EGFR	GRIN2C	0.8435102388865442	
FCGR2A	V2-11	0.8622716890165686	
EGFR	FGF6	0.8643329280224298	
EGFR	ARTN	0.847975029345742	
CYP3A4	rs28371759	0.9135172474836407	
ERBB4	ERBIN	0.8252219011119977	
ERBB4	RASGRF2	0.8281207788973212	
CYP2C19	CYP2C19*1, CYP2C19*10, CYP2C19*11, CYP2C19*13, CYP2C19*14, CYP2C19*15, CYP2C19*16, CYP2C19*18, CYP2C19*19, CYP2C19*22, CYP2C19*23, CYP2C19*24, CYP2C19*25, CYP2C19*26, CYP2C19*28, CYP2C19*9	0.99	
EGFR	SPTBN2	0.8435102388865442	
UGT1A1	UGT1A1*60	0.99	
Sirolimus	FGF2	1	
HCAR3	CCL27	0.8407682499807351	
FCGR1A	V4-2	0.8622716890165686	
HCAR2	GRM7	0.8252219011119977	
FCGR1A	VAV3	0.8468891025876341	
EGFR	EGF	0.8711230631020799	
CYP3A4	CYP3A4*1, CYP3A4*4	0.8775210229989678	
VEGFA	rs3025000	0.99	
rs2070959	UGT1A6	0.8863848717161291	
P2RY12	LPAR2	0.8252219011119977	
CYP3A4	CYP3A4*1, CYP3A4*22	0.8775210229989678	
FCGR1A	IGHV3-33	0.8622716890165686	
SLCO2B1	rs12422149	0.99	
PDGFRB	ERBB2	0.8513157657742707	
P2RY12	NPW	0.8407682499807351	
HCAR2	CCR9	0.8354005520686607	
FCGR1A	CD3G	0.8595571341704282	
KIT	KLB	0.8435102388865442	
P2RY12	TAS2R5	0.8354005520686607	
HCAR2	CXCL2	0.8407682499807351	
ABCB1	rs28401781	0.99	
HCAR3	TAS2R42	0.8354005520686607	
KIT	STAT1	0.8396144291374222	
ERBB4	DLG4	0.8281207788973212	
FCGR2A	IGKV2-30	0.8622716890165686	
EGFR	AMPH	0.863443159858049	
FCGR1A	IGLV2-14	0.8622716890165686	
EGFR	AVPR2	0.863443159858049	
FGF1	PIK3R2	0.8584669291223378	
ERBB2	GFRA1	0.8372883840480309	
MET	UBC	0.8539671061984366	
ERBB4	NRG4	0.8697543949905541	
EGFR	CAMK2G	0.8435102388865442	
FGF2	CBL	0.8567933402497073	
FGF2	PTK2	0.853898073011433	
FCGR2A	IGLV3-21	0.8622716890165686	
Trastuzumab	ERBB2	1	
FGF2	CAMK2A	0.853898073011433	
FCGR1A	IGLV2-23	0.8622716890165686	
PDGFRB	FGF10	0.855946747881349	
CYP2D6	rs777560972	0.99	
MET	FGF2	0.8643329280224298	
EGFR	PDGFRA	0.853898073011433	
CYP2B6	rs36118214	0.99	
FCGR3A	IGHV3-11	0.8631759289499149	
PDGFRA	NRG4	0.847975029345742	
FGFR3	NRG4	0.853898073011433	
ERBB4	IRS1	0.847975029345742	
HCAR3	HTR1B	0.8354005520686607	
Clopidogrel	ABCB1	1	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	PEG3	0.8638247395845513	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	GCN1L1	0.8638247395845513	
KIT	FGF4	0.8638403979636339	
HCAR2	SSTR2	0.8354005520686607	
FCGR3A	FCGR3A	0.8580060915991022	
Trastuzumab	FCGR2A	1	
HCAR3	GAL	0.833320481754769	
MET	CSF2RA	0.8281207788973212	
PDGFRB	FGF2	0.8638403979636339	
HCAR2	TAS2R13	0.8354005520686607	
FCGR3A	IGKV1-12	0.8631759289499149	
P2RY12	MTNR1A	0.8252219011119977	
HCAR2	TAS2R19	0.8354005520686607	
MET	GRIN2D	0.8281207788973212	
JAK2	IRS1	0.850491991613676	
MET	KLB	0.847975029345742	
HCAR2	NMU	0.8407682499807351	
FCGR2A	IGHV1-2	0.8622716890165686	
UGT1A9	rs2741049	0.8953382542587163	
HCAR2	LPAR3	0.8252219011119977	
SLCO1B1	rs2291073	0.99	
FCGR2A	IGHV3-11	0.8622716890165686	
HCAR2	CCL23	0.8407682499807351	
KIT	HRAS	0.855009540709891	
P2RY12	HTR1E	0.8354005520686607	
FGF1	RASGRP3	0.8513157657742707	
HCAR3	CCR10	0.8354005520686607	
IFNGR1	IFNGR1	0.8560021777996374	
FGF1	GRB2	0.870916943933636	
ERBB2	PIK3CB	0.8435102388865442	
CYP3A4	CYP3A4*1, CYP3A4*4	0.99	
HCAR3	GRM6	0.8252219011119977	
ERBB4	GFRA3	0.8372883840480309	
FCGR2A	IGHV3-48	0.8622716890165686	
PDGFRA	PTPN11	0.852328492927923	
CYP3A4	rs2246709	0.9135172474836407	
FCGR2A	VAV3	0.8468891025876341	
Vandetanib	FMO1	1	
Pazopanib	ABCG2	1	
HCAR2	HCAR1	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	FAM71E2	0.8638247395845513	
ERBB2	CAMK2A	0.8281207788973212	
FCGR1A	IGKV	0.8622716890165686	
PDGFRB	FGF1	0.8638403979636339	
CYP2B6	CYP2B6*1, CYP2B6*5	0.99	
UGT1A9	rs6714486	0.9509900498999999	
HCAR3	GRM7	0.8252219011119977	
FGFR3	FGF3	0.858976627682086	
CYP2C8	rs10509681	0.99	
KIT	YES1	0.8639651892799458	
JAK2	LCK	0.8499089801634054	
PDGFRB	PIK3R1	0.8656414349454913	
FGF2	TRAT1	0.853898073011433	
ERBB2	MET	0.853898073011433	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	SGOL2	0.8638247395845513	
P2RY12	ADRA2A	0.8252219011119977	
EGFR	FGF7	0.857607030791991	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	CABLES1	0.8638247395845513	
FGF1	ERBB3	0.8638403979636339	
CYP1A2	rs4646425	0.99	
FCGR2A	ELMO2	0.7983096722548423	
FCGR1A	IGKV2-28	0.8622716890165686	
P2RY12	CCR1	0.8354005520686607	
APOE	APOE E2, APOE E3, APOE E4	0.8051411064315397	
Lapatinib	CYP2C8	1	
FGF1	NRG4	0.8651659866513213	
EGFR	ITSN1	0.8658049874828022	
Vandetanib	VEGFA	1	
EGFR	CLTC	0.8658049874828022	
KIT	FGF22	0.855946747881349	
HCAR3	NPW	0.8407682499807351	
ERBB4	WWP1	0.8284606574555877	
EGFR	ARPC5	0.8628338709774962	
FGF1	FRS3	0.8697356524228362	
C1QC	C1R	0.8396144291374222	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	CROT	0.8638247395845513	
VEGFA	FYN	0.8587848464414376	
EGFR	EGFR	0.8711200850104854	
FGF2	FGF8	0.8711133509521624	
ABCB1	rs72552784	0.99	
FCGR2A	IGKV3-11	0.8622716890165686	
CYP2D6	CYP2D6*1, CYP2D6*10, CYP2D6*18, CYP2D6*2, CYP2D6*21, CYP2D6*44, CYP2D6*5	0.99	
FCGR3A	IGHV3-23	0.8631759289499149	
ERBB2	NEFL	0.8281207788973212	
HCAR3	GABBR1	0.8252219011119977	
KIT	FGF5	0.8610963123912945	
FGF1	GDNF	0.855946747881349	
FCGR1A	IGKV2-30	0.8622716890165686	
FCGR2A	IGKV5-2	0.8622716890165686	
FGF1	NRG2	0.8638403979636339	
HCAR2	GPR55	0.8354005520686607	
CYP1A2	MGST3	0.792109822701367	
FCGR1A	V2-19	0.8622716890165686	
rs6759892	UGT1A6	0.9414801494009999	
ERBB4	APH1B	0.8505864487536049	
CYP3A4	rs3735451	0.9135172474836407	
HCAR3	TAS2R31	0.8354005520686607	
JAK1	IL10RA	0.8436671950788296	
HCAR3	TAS2R39	0.8354005520686607	
P2RY12	CHRM4	0.8354005520686607	
HCAR3	HCAR2	0.8354005520686607	
FCGR1A	IGKV2D-28	0.8622716890165686	
HCAR3	BDKRB2	0.8354005520686607	
JAK1	STAT1	0.8671541780645953	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	MYLK3	0.8638247395845513	
HCAR3	GALR1	0.8252219011119977	
FGF2	UBA52	0.8496066018949794	
FCGR2A	rs1801274	0.99	
HCAR2	CXCL1	0.8407682499807351	
HCAR2	GAL	0.833320481754769	
FCGR2A	IGLV7-43	0.8622716890165686	
FCGR2A	IGLV3-19	0.8622716890165686	
CYP3A	rs2740574	0.9320653479069899	
FCGR2A	IGLC6	0.8622716890165686	
HCAR2	TAS2R1	0.8354005520686607	
ERBB2	GRIN2A	0.8281207788973212	
SLC22A5	rs2631372	0.99	
CYP19A1	rs1008805	0.99	
CYP3A	rs2740574	0.9702989999999999	
FGF1	HRAS	0.8680533572816113	
FCGR2A	IGLV2-23	0.8622716890165686	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	EXOC6	0.8638247395845513	
HCAR2	GNAI3	0.8526462282435747	
KIT	KRAS	0.855009540709891	
JAK2	GH2	0.8676817507117323	
HCAR3	PNOC	0.8407682499807351	
HCAR3	CXCR3	0.8354005520686607	
PDGFRA	NRG1	0.8513157657742707	
FCGR1A	IGLV1-40	0.8622716890165686	
VEGFA	NCK1	0.8570412853760152	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	F7	0.8638247395845513	
KIT	NRG4	0.847975029345742	
JAK2	STAT5B	0.8679408336968693	
HCAR3	CXCL5	0.8407682499807351	
PDGFRB	HBEGF	0.8513157657742707	
ERBB4	FGF5	0.8632846785253419	
FCGR3A	IGLV	0.8631759289499149	
P2RY12	FPR1	0.8354005520686607	
KDR	ELMO1	0.7983096722548423	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	LDB3	0.8638247395845513	
FGF2	GRIN2C	0.853898073011433	
EGFR	UBA52	0.8665736784466054	
JAK2	IFNGR1	0.8595222608249842	
HCAR2	TAS2R43	0.8354005520686607	
FGFR3	PIK3CB	0.8413177913220824	
UGT1A1	rs8175347	0.99	
ERBB4	FGF20	0.8651659866513213	
FGF1	EGFR	0.8658423074095727	
Crizotinib	CYP3A5	1	
ERBB4	FGF9	0.8651659866513213	
FCGR1A	IGHG3	0.8614909610942352	
FGF1	IL2RB	0.853898073011433	
FCGR1A	V1-9	0.8622716890165686	
UGT1A9	rs2070959	0.9509900498999999	
JAK2	IL4	0.8468891025876341	
JAK1	IL7R	0.8514037595308094	
CYP3A5	rs10264272	0.99	
JAK2	SOCS1	0.8439764719116958	
CYP3A	rs12721627	0.9702989999999999	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	GSN	0.8638247395845513	
FKBP1A	RHOA	0.8294526363440686	
P2RY12	SAA1	0.8407682499807351	
MET	GFRA1	0.8372883840480309	
FGF2	CD80	0.8513157657742707	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	GFAP	0.8638247395845513	
HCAR2	FPR2	0.8354005520686607	
EGFR	GAK	0.851137711762708	
CYP3A4	rs3735451	0.9509900498999999	
FCGR2A	V1-9	0.8622716890165686	
HCAR2	CCR3	0.8354005520686607	
rs6759892	UGT1A7	0.9414801494009999	
EGFR	SPRY2	0.8390083934738375	
HCAR3	CCR5	0.8354005520686607	
JAK3	CSF2RA	0.8281207788973212	
HCAR2	CXCL8	0.8459813396079446	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	TTR	0.8638247395845513	
UGT1A8	rs6431558	0.9320653479069899	
Pazopanib	SLCO1B1	1	
ERBB2	FGF20	0.8655209368590407	
P2RY12	CXCL8	0.8459813396079446	
ERBB2	GRB7	0.7983096722548423	
ABCG2	rs72552713	0.99	
JAK1	JAK3	0.8674301889305229	
HCAR2	TAS2R46	0.8354005520686607	
JAK3	IL3RA	0.8281207788973212	
FGF1	MET	0.8643329280224298	
FGF1	CD28	0.8513157657742707	
HCAR3	CXCL6	0.8459813396079446	
HCAR2	CASR	0.8354005520686607	
HCAR3	FPR3	0.8354005520686607	
FCGR3A	IGKV3-11	0.8631759289499149	
HCAR3	NMU	0.8407682499807351	
FGF2	PDGFRB	0.8638403979636339	
CYP2D6	rs138417770	0.99	
FGFR3	ERBB4	0.853898073011433	
HCAR3	GPR17	0.8252219011119977	
HCAR3	GNAI1	0.8526462282435747	
FGF1	PTPN11	0.8694549741539058	
ERBB4	PDGFRA	0.847975029345742	
HCAR2	NPB	0.8407682499807351	
HCAR3	GNAI3	0.8526462282435747	
HCAR2	GRM4	0.8252219011119977	
UGT1A9	rs72551330	0.9509900498999999	
UGT1A9	rs3832043	0.8953382542587163	
C1R	C1QA	0.8396144291374222	
MET	FGF1	0.8643329280224298	
EGFR	OCRL	0.8613363396709319	
FCGR2A	V5-6	0.8622716890165686	
ERBB4	GFRA4	0.8372883840480309	
Pazopanib	KDR	1	
ABCB1	rs11983225	0.99	
Pazopanib	FGF1	1	
FGF2	FGF22	0.8704901863393477	
CYP2D6	CYP2D6*1, CYP2D6*1xN, CYP2D6*2, CYP2D6*2xN, CYP2D6*3, CYP2D6*4, CYP2D6*5, CYP2D6*6	0.99	
MET	NRAS	0.8576524009695105	
ABCG2	rs58818712	0.99	
UGT1A7	rs17868323	0.8775210229989678	
UGT1A8	rs1042597	0.9320653479069899	
JAK1	STAT3	0.8647847059369363	
PDGFRA	PDGFRA	0.8673180881471152	
P2RY12	S1PR3	0.8252219011119977	
FGF1	IL3	0.853898073011433	
HCAR2	TAS2R16	0.8354005520686607	
EGFR	VAMP3	0.8628338709774962	
JAK1	CRLF1	0.8248354829013484	
ABCG2	rs2231142	0.99	
EGFR	AP2A1	0.8664242982340606	
P2RY12	NPB	0.8407682499807351	
P2RY12	CXCL10	0.8407682499807351	
KIT	FGF8	0.8638403979636339	
P2RY12	TAS2R42	0.8354005520686607	
P2RY12	CNR1	0.8354005520686607	
MET	SOS1	0.8685100412406588	
FCGR2A	IGLV2-8	0.8622716890165686	
HCAR3	PTGDR2	0.8252219011119977	
FCGR2A	IGKV1-5	0.8622716890165686	
FCGR3A	IGLV3-25	0.8631759289499149	
P2RY12	SSTR1	0.8354005520686607	
FGF1	FGF3	0.8705030387073724	
UGT1A9	rs6759892	0.8953382542587163	
MTOR	LAMTOR2	0.860731353523066	
ABCC1	rs3784864	0.99	
FCGR1A	V1-3	0.8622716890165686	
JAK2	LIFR	0.8111510027898975	
CYP2C9	rs7900194	0.99	
SLCO1B1	rs11045819	0.99	
HCAR2	NMUR2	0.8421959353175904	
HCAR2	PPY	0.833320481754769	
P2RY12	GRM4	0.8252219011119977	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	ST13	0.8638247395845513	
Pazopanib	FGFR3	1	
UGT1A9	rs6759892	0.9509900498999999	
ERBB4	PTPN11	0.8435102388865442	
PDGFRA	FGF1	0.8638403979636339	
FCGR3A	IGLC6	0.8631759289499149	
HCAR2	TAS2R10	0.8354005520686607	
ERBB2	GDNF	0.8372883840480309	
KDR	BCAR1	0.8532543843767528	
FGF2	IL2RB	0.853898073011433	
P2RY12	CXCR2	0.8354005520686607	
EGFR	HRAS	0.8667770469385163	
CYP2B6	rs8192709	0.99	
Afatinib	ABCB1	1	
HCAR3	INSL5	0.8407682499807351	
HCAR3	CXCR2	0.8354005520686607	
JAK1	IFNA6	0.8622496297868503	
FCGR2A	IGLV1-40	0.8622716890165686	
Osimertinib	CYP1A2	1	
P2RY12	CORT	0.8407682499807351	
EGFR	ARRB2	0.863443159858049	
CXCL10	rs56061981	0.8323605674809277	
VEGFA	PTK2	0.8662260734280781	
FGF2	SHC1	0.8688572078132158	
MTOR	AKT1S1	0.8483182916706136	
HCAR2	NPY1R	0.8252219011119977	
FGF1	RASGRF2	0.853898073011433	
EGFR	FGF16	0.8643329280224298	
HCAR2	CHRM4	0.8354005520686607	
HCAR2	TAS2R50	0.8354005520686607	
UGT1A1	rs4124874	0.8775210229989678	
FGFR3	FGFR2	0.8513157657742707	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	OR8D2	0.9111202792312738	
JAK1	IL2RG	0.8672515911758035	
HCAR3	DRD3	0.8354005520686607	
HCAR3	LPAR5	0.8252219011119977	
HCAR3	SST	0.8407682499807351	
CYP3A4	rs4646437	0.8775210229989678	
HCAR2	GRM2	0.8252219011119977	
FGF1	IL2	0.853898073011433	
ERBB2	PIK3CA	0.8674612613382413	
HCAR3	TAS2R30	0.8354005520686607	
CYP2D6	CYP2D6*1, CYP2D6*11, CYP2D6*12, CYP2D6*4, CYP2D6*41, CYP2D6*5, CYP2D6*59, CYP2D6*62, CYP2D6*7, CYP2D6*8	0.99	
PTK6	LRRK2	0.8375121078883685	
PDGFRB	KLB	0.8435102388865442	
ABCG2	rs13120400	0.99	
PDGFRB	CRK	0.8319100629186602	
FGF1	HGF	0.8643329280224298	
FCGR2B	uniprotkb:P01857	0.837722039234	
FGF2	KLB	0.8692585535623065	
HCAR3	ADRA2A	0.8252219011119977	
KIT	SHC1	0.8601235081501506	
Sirolimus	SLCO1B1	1	
FGFR3	FGF4	0.8695419162896381	
Niacin	SLC5A8	1	
MET	FGF23	0.8643329280224298	
EGFR	FGF4	0.8658423074095727	
HCAR2	TAS2R60	0.8354005520686607	
Trastuzumab	FCGR2C	1	
HCAR2	TAS2R14	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	CDC45	0.8638247395845513	
FGF1	KIT	0.8638403979636339	
FGF1	FGF4	0.8711311774447058	
ERBB4	FGFR2	0.853898073011433	
ERBB4	EGFR	0.8693683183476757	
CYP1A2	rs72547516	0.99	
rs2740574	CYP3A4	0.92274469442792	
PTK6	HBEGF	0.865795589821083	
CYP1A2	rs4646427	0.99	
FCGR1A	IGLV7-43	0.8622716890165686	
FGF1	GRIN2D	0.853898073011433	
FCGR3A	V4-6	0.8631759289499149	
FCGR1A	IGLV3-19	0.8622716890165686	
FGFR3	FRS3	0.8635627239806679	
ERBB4	PSEN2	0.8505864487536049	
MET	inlB	0.8593451483108672	
ABCB1	rs10280101	0.99	
FGF2	IL3RA	0.853898073011433	
FGF2	ACTN2	0.853898073011433	
FGFR3	KITLG	0.8435102388865442	
P2RY12	NPY1R	0.8252219011119977	
EGFR	PLCG1	0.8667770469385163	
CYP2C8	rs11572076	0.99	
FCGR2A	IGKC	0.8622716890165686	
JAK2	IL3	0.865531144445342	
FCGR3A	rs396991	0.99	
CYP2D6	CYP2D6*1, CYP2D6*1xN	0.99	
EGFR	CDC37	0.8697543949905541	
RHOA	rs11716445	0.8169696821008777	
EGFR	ERBIN	0.8252219011119977	
FCGR3A	VAV1	0.8468891025876341	
FGFR3	SOS1	0.8680533572816113	
CYP3A4	rs56324128	0.99	
HCAR2	NPY2R	0.8252219011119977	
PDGFRA	FGFR4	0.8435102388865442	
EGFR	GRIN2A	0.8435102388865442	
HCAR3	CXCR5	0.8354005520686607	
FGF1	PSPN	0.855946747881349	
HCAR3	MCHR1	0.8354005520686607	
EGFR	RASGRF2	0.8435102388865442	
UGT1A9	rs2070959	0.8953382542587163	
HCAR3	HCAR1	0.8354005520686607	
UGT1A1	UGT1A1*60	0.9509900498999999	
CYP2D6	CYP2D6*1, CYP2D6*1xN, CYP2D6*3, CYP2D6*4, CYP2D6*5, CYP2D6*6	0.99	
CYP1A2	rs2069526	0.99	
EGFR	IL3RA	0.8435102388865442	
HCAR2	NPBWR1	0.8354005520686607	
ERBB4	CALM3	0.8281207788973212	
CYP2D6	CYP2D6*1, CYP2D6*47, CYP2D6*49, CYP2D6*50, CYP2D6*51, CYP2D6*54, CYP2D6*55, CYP2D6*57, CYP2D6*72, CYP2D6*89, CYP2D6*92, CYP2D6*93, CYP2D6*96	0.99	
FCGR2A	IGKV1-33	0.8622716890165686	
JAK2	PIK3CD	0.8368330405128926	
UGT1A9	rs11692021	0.9509900498999999	
CYP2C8	rs1934951	0.99	
JAK1	CAMK2B	0.8354005520686607	
HCAR3	TAS2R60	0.8354005520686607	
CYP2D6	rs371793722	0.99	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	MYL4	0.8638247395845513	
HCAR3	C3AR1	0.8354005520686607	
FCGR1A	IGKV1D-16	0.8622716890165686	
Lapatinib	CYP3A5	1	
P2RY12	GNAT3	0.8632667287580127	
RYR2	rs2819742	0.8551864921887058	
CYP2C9	rs4918758	0.99	
MET	RND1	0.8452958729825284	
FCGR2A	CD3G	0.8580060915991022	
EGFR	PIK3C2A	0.8441288359160942	
FGFR4	rs351855	0.8350751364976787	
EGFR	PIK3CA	0.868221814431033	
EGFR	CTTN	0.8628338709774962	
SLCO1B1	rs4149015	0.99	
MET	UBB	0.8539671061984366	
ERBB4	FGF1	0.8651659866513213	
KIT	FGF1	0.8638403979636339	
HCAR3	CXCL13	0.8407682499807351	
PDGFRA	FGF23	0.8638403979636339	
FCGR3A	V1-3	0.8631759289499149	
FGFR3	PIK3CA	0.8668039466440379	
HCAR3	KNG1	0.8407682499807351	
CYP3A4	CYP3A4*1, CYP3A4*4	0.9135172474836407	
HCAR2	S1PR4	0.8252219011119977	
Pazopanib	CYP1A2	1	
JAK2	GRB2	0.8685373729269955	
FCGR1A	IGKV1D-12	0.8622716890165686	
C1S	C1QB	0.8396144291374222	
P2RY12	SSTR5	0.8354005520686607	
P2RY12	AGTR2	0.8354005520686607	
EGFR	KITLG	0.853898073011433	
MET	IL5	0.8281207788973212	
FGF2	GRIN1	0.853898073011433	
Vandetanib	EGFR	1	
JAK1	IL7	0.850491991613676	
CYP2C19	rs11188072	0.99	
FGF2	SPTA1	0.853898073011433	
JAK2	PTPN1	0.850865347270637	
SLCO1B1	rs2291075	0.99	
FGF2	SPTAN1	0.853898073011433	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	KCNMA1	0.8638247395845513	
ERBB2	KIT	0.8513157657742707	
Pazopanib	CYP2D6	1	
HCAR2	APLNR	0.8354005520686607	
FGF2	FGFR2	0.8700264030078169	
FGF2	FGF1	0.8711460506590507	
EGFR	PTPN12	0.8219632471359692	
MET	ERBB2	0.853898073011433	
KIT	PIK3CA	0.8660574854133956	
P2RY12	rs2046934	0.99	
MET	SEMA4D	0.8452958729825284	
Sirolimus	SLC47A1	1	
UGT1A1	rs4148323	0.8775210229989678	
ERBB4	IL3RA	0.8281207788973212	
FCGR3A	V3-3	0.8631759289499149	
HCAR2	CXCR3	0.8354005520686607	
P2RY12	LPAR1	0.8252219011119977	
KDR	PXN	0.8532543843767528	
Clopidogrel	CYP2C19	1	
FGF2	FGFR3	0.8695419162896381	
HCAR3	CXCR1	0.8354005520686607	
FCGR2A	V4-6	0.8622716890165686	
EGFR	ANGPT1	0.8435102388865442	
KDR	KDR	0.8694073891394788	
HCAR2	GNAI2	0.8526462282435747	
UGT1A1	rs887829	0.99	
ERBB4	SHC1	0.8669661749756431	
FGF2	CAMK2G	0.853898073011433	
FGF2	FGF7	0.8696326181070486	
P2RY12	SST	0.8407682499807351	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	RANBP2	0.8638247395845513	
FGF2	RASGRP4	0.8513157657742707	
CYP2C19	CYP2C19*1, CYP2C19*10, CYP2C19*11, CYP2C19*13, CYP2C19*14, CYP2C19*15, CYP2C19*16, CYP2C19*18, CYP2C19*19, CYP2C19*22, CYP2C19*23, CYP2C19*24, CYP2C19*25, CYP2C19*26, CYP2C19*5, CYP2C19*6, CYP2C19*8, CYP2C19*9	0.99	
JAK3	CSF2RB	0.8281207788973212	
HCAR3	MT-RNR2	0.8459813396079446	
VEGFA	PIK3CA	0.8468891025876341	
CYP3A4	rs2242480	0.9135172474836407	
ERBB2	FGF6	0.8638403979636339	
FCGR1A	CD247	0.8588236184081405	
HCAR3	CCL21	0.8407682499807351	
ERBB4	CAMK2B	0.8281207788973212	
CYP3A4	CYP3A4*1, CYP3A4*20, CYP3A4*8	0.9135172474836407	
EGFR	MATK	0.7983096722548423	
FGF2	IL3	0.853898073011433	
FGF1	SPTBN2	0.853898073011433	
ERBB2	NRTN	0.8372883840480309	
Pazopanib	PDGFRB	1	
FGF2	KIT	0.8638403979636339	
ERBB2	FGFR4	0.855946747881349	
KDR	rs2239702	0.99	
EGFR	VAMP4	0.8628338709774962	
ERBB2	IL2RA	0.8281207788973212	
P2RY12	HTR1F	0.8354005520686607	
HCAR3	CCR7	0.8354005520686607	
Niacin	HCAR3	1	
FGFR3	FGF23	0.8695419162896381	
