IFIH1	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
BTK	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
STAT1	Autoimmune thrombocytopenia	
MAP2K1	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
MTHFR	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
MMAA	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
PALB2	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
CD19	Autoimmune thrombocytopenia	
ITK	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
PDGFRB	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
CYP2C19	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
TCN2	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
AGK	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
FCGR3A	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
MMAB	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
APOE	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
TYK2	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
CD19	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
NRAS	Autoimmune thrombocytopenia	
CYP2C9	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
MMACHC	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
MS4A1	Autoimmune thrombocytopenia	
HLA-DRB1	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
SRC	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
FCGR2A	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
ITGA2B	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
NFKB1	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
ICOS	Autoimmune thrombocytopenia	
FCGR2C	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
ITGB3	Autoimmune thrombocytopenia	
BCR	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
PTPN22	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
CSF2	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
OCRL	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
BRAF	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
NFKB2	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
TFRC	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
JAK2	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
ALB	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
STAT1	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
ITGB3	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
JAK1	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
PDGFB	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
HLA-DRB3	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
MUT	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
NFKB2	Autoimmune thrombocytopenia	
IL3	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
PTPN11	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
ABL1	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
IFNA2	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
PNP	Autoimmune thrombocytopenia	
ICOS	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
NFKB1	Autoimmune thrombocytopenia	
STAT2	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
VWF	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
SCARB2	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
NRAS	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
ITGA2	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
CFH	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
PECAM1	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
IFNAR1	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
IFNAR2	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
FGFR1	FGF22	0.86917733360077	
EGFR	SYT1	0.8628338709774962	
FGF4	GRIN1	0.853898073011433	
STAT5B	IL2	0.8497082254156562	
FGF2	ICOS	0.853898073011433	
SRC	MAPK1	0.8335919503261298	
PDGFRB	FGF23	0.8638403979636339	
Sunitinib	FLT3	1	
MTHFR	rs17421511	0.99	
FCGR1A	IGHV3-48	0.8622716890165686	
LYN	IGKV2-28	0.8574228804342738	
FGFR1	FGF7	0.8513157657742707	
FCGR3A	V3-4	0.8631759289499149	
MAP2K1	SND1	0.8535455451872151	
CYP2C9	rs9332239	0.99	
CYP2C9	CYP2C9*1, CYP2C9*2, CYP2C9*3	0.99	
FGFR4	SHC1	0.8650626804709197	
CYP2C19	CYP2C19*1, CYP2C19*17, CYP2C19*2	0.99	
FCGR1A	V5-1	0.8622716890165686	
FGFR3	FGFR4	0.8513157657742707	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	uniprotkb:P01857	0.8638247395845513	
KDR	PIK3CB	0.8468891025876341	
FGF4	PIK3CB	0.8584669291223378	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	THRAP3	0.8638247395845513	
ABCC1	rs45511401	0.99	
NTRK1	rs2768759	0.99	
SRC	CD80	0.8516636985739204	
FGF1	FGF1	0.8711562671552332	
CD3D	EPS15	0.8661005111645191	
JAK2	IL3RA	0.865531144445342	
ITK	PLCG1	0.8622716890165686	
CYP2D6	CYP2D6*1, CYP2D6*3, CYP2D6*4	0.99	
FGFR2	EREG	0.853898073011433	
PDGFRA	FGF22	0.855946747881349	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	NCOA3	0.8638247395845513	
Cyanocobalamin	TCN2	1	
APOC1	rs429358	0.8551864921887058	
FYN	EPHB4	0.866499965431577	
CYP2D6	CYP2D6*10, CYP2D6*14, CYP2D6*3, CYP2D6*4, CYP2D6*5, CYP2D6*6, CYP2D6*7	0.99	
EPHA2	EPHA3	0.8520838925573979	
JAK2	CNTF	0.8248354829013484	
Dasatinib	FYN	1	
FCGR1A	IGLV1-47	0.8622716890165686	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	SH3BP5	0.8638247395845513	
FCGR3A	IGHV3-7	0.8631759289499149	
CYP2C8	rs11572080	0.99	
CDK2	RPA4	0.7775012493484619	
FCGR2A	IGKV2D-40	0.8622716890165686	
CYP2D6	CYP2D6*1, CYP2D6*100, CYP2D6*101, CYP2D6*13, CYP2D6*2, CYP2D6*31, CYP2D6*4, CYP2D6*5, CYP2D6*69	0.99	
FGFR1	FGF1	0.8702045334767963	
rs2740574	CYP3A	0.9043820750088043	
FGF2	SOS1	0.8698922095722557	
PDGFRB	FGFR2	0.8435102388865442	
EGFR	FCHO1	0.8541713484689148	
CYP2C8	rs11572103	0.99	
APOC1	rs7412	0.8551864921887058	
KDR	CDC42	0.8483182916706136	
SRC	ARHGEF7	0.8509568505095917	
C1R	C1QB	0.8396144291374222	
LYN	SRC	0.8670406049940645	
PDGFRB	FGF17	0.8638403979636339	
FGFR4	MET	0.847975029345742	
CDK2	CDKN1B	0.8646830088497286	
MAP2K2	TRIM24	0.8535455451872151	
ITGB3	FGG	0.8661175545832356	
FGF2	EGFR	0.8658423074095727	
SRC	EPHB4	0.866499965431577	
FGFR2	KIT	0.8435102388865442	
CHUK	UBE2V1	0.8470141168187869	
EGFR	GDNF	0.847975029345742	
ALB	FABP6	0.8421959353175904	
YES1	EPHB1	0.8591633312389747	
FGF1	PDGFB	0.8638403979636339	
FCGR1A	IGLV3-25	0.8622716890165686	
CHUK	TNIP2	0.849809014912932	
FMO3	rs1736557	0.99	
UGT1A1	rs10929303	0.99	
SRC	FYN	0.8697229727831113	
PTK6	ERBB4	0.8633557898536034	
FGFR3	FGF6	0.8626533706911382	
FGF2	PLCG1	0.8689741205090207	
KIT	FGF17	0.8638403979636339	
Imatinib	DDR1	1	
LYN	EPHB3	0.8591633312389747	
Bosutinib	CAMK2G	1	
PDGFRB	SHC1	0.8601235081501506	
FYN	FGF7	0.8372883840480309	
Nintedanib	LCK	1	
LYN	EPHA8	0.8566409204013108	
JAK2	PRLR	0.8573291716928689	
SRC	VAV1	0.8459813396079446	
FYN	CRMP1	0.8396144291374222	
SLCO1B1	SLCO1B1*14, SLCO1B1*1A	0.99	
FGFR2	FGF10	0.8696060087287965	
CD3D	SYT2	0.8628338709774962	
CYP3A4	rs4987161	0.9509900498999999	
EGFR	CLTCL1	0.8654065929327814	
FGFR1	FGF3	0.86917733360077	
CYP2D6	rs28360521	0.99	
CD3D	TFRC	0.8621379174857935	
SRC	PIK3R1	0.850491991613676	
Ponatinib	ABCG2	1	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	HP	0.8638247395845513	
LYN	EFNA2	0.8582609785019573	
CYP1B1	rs1056836	0.99	
MAP2K1	MAP2K2	0.8675912673349325	
CD3D	AAK1	0.865611713402943	
FCGR3A	IGHV3-48	0.8631759289499149	
FCGR3A	IGKV2-28	0.8631759289499149	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	CTAGE5	0.8638247395845513	
CD3D	M6PR	0.8621379174857935	
EGFR	PTPRA	0.8435102388865442	
SRC	CD47	0.8470141168187869	
FGF1	FGFR1	0.8702045334767963	
KIT	NRG1	0.8513157657742707	
CD3D	HIP1R	0.8628338709774962	
Pazopanib	FLT4	1	
CD3D	HLA-DQB2	0.8626940542935567	
FGF2	CD28	0.8513157657742707	
FGFR4	FRS3	0.8635627239806679	
EGFR	KL	0.857607030791991	
IKBKB	NFKBIB	0.8407682499807351	
CD3D	UBA52	0.8628338709774962	
FCGR2A	IGKV1-39	0.8622716890165686	
ITGB3	RAP1A	0.8665444230442223	
VEGFA	rs833069	0.99	
ITK	GRAP2	0.8617879888471688	
EGFR	SYT2	0.8628338709774962	
SRC	EPHB1	0.866499965431577	
CYP2D6	CYP2D6*1, CYP2D6*10, CYP2D6*14, CYP2D6*21, CYP2D6*36, CYP2D6*4, CYP2D6*5	0.99	
PDGFRA	FGFR2	0.8435102388865442	
Auranofin	ALB	1	
FGF4	GRIN2A	0.853898073011433	
JAK1	IFNB1	0.8622496297868503	
NTRK1	BRAF	0.842023951637581	
FYN	PAK1	0.8614909610942352	
FGF2	RASGRP3	0.8513157657742707	
CDK2	FZR1	0.860343039361049	
SLCO1B1	rs11045821	0.99	
FLT3	FLT3LG	0.8034304742410822	
BCR	FGFR1OP	0.856843530995725	
FGFR4	FGF19	0.8689787054648029	
CYP3A4	CYP3A4*1, CYP3A4*22	0.99	
FGF1	ERBB4	0.8651659866513213	
FGFR4	IRS2	0.8435102388865442	
PIK3CA	rs870995	0.8607411499631032	
LYN	IGLV2-14	0.8574228804342738	
ABCB1	rs2235015	0.99	
UGT1A1	rs4124874	0.99	
ABCB1	rs2032583	0.99	
FGFR4	FRS2	0.8683059535829983	
ABCG2	rs41282401	0.99	
MAP2K1	MARK3	0.869230102469678	
FGFR4	FGF10	0.858976627682086	
FCGR1A	IGLV6-57	0.8622716890165686	
UGT1A1	UGT1A1*60	0.8775210229989678	
FGF4	SPTAN1	0.853898073011433	
LYN	IGHV1-69	0.8574228804342738	
SLC29A1	rs747199	0.99	
ERBB2	IL3	0.8281207788973212	
EGFR	CSF2RB	0.8435102388865442	
JAK1	GRB2	0.868159876904875	
LYN	JAK2	0.8557783262261931	
EGFR	ACTR3	0.8628338709774962	
CYP2D6	CYP2D6*1, CYP2D6*5, CYP2D6*8	0.99	
LCK	HLA-DRA	0.8637443836010867	
FGF4	GFRA2	0.855946747881349	
FGFR4	KITLG	0.8435102388865442	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	SORBS3	0.8638247395845513	
FCGR3A	P0CG05	0.8631759289499149	
FCGR3A	V1-5	0.8631759289499149	
Vandetanib	ABCG2	1	
FGFR3	FGFR3	0.8695146517877175	
LCK	TRAC	0.8637443836010867	
FCGR3A	IGLV2-11	0.8631759289499149	
FGFR1	ERBB3	0.8435102388865442	
rs10929303	UGT1A1	0.8863848717161291	
ITGA2B	APBB1IP	0.8665444230442223	
FGF1	TEK	0.853898073011433	
ABCC2	rs8187707	0.99	
EGFR	RAB5A	0.8129393082389929	
SLC29A1	rs760370	0.99	
FGF4	CAMK2G	0.853898073011433	
ABCC4	rs11568695	0.99	
FGF2	CALM3	0.853898073011433	
FGF2	NRTN	0.855946747881349	
JAK2	IFNGR2	0.8583852361794637	
CD3D	VAMP7	0.8628338709774962	
LCK	HLA-DQA2	0.8637443836010867	
CD3D	EGF	0.8628338709774962	
FGF4	KLB	0.8692585535623065	
ERBB2	FGF4	0.8655209368590407	
FCGR3A	SYK	0.8613101570521862	
FGF1	HBEGF	0.8655209368590407	
FCGR3A	IGLV1-47	0.8631759289499149	
CD3D	FCHO1	0.8541713484689148	
EGFR	rs121434568	0.99	
JAK1	IL3	0.8281207788973212	
ERBB2	CSF2	0.8281207788973212	
PDGFRB	FGF4	0.8638403979636339	
EGFR	FGF1	0.8658423074095727	
EGFR	JAK3	0.8435102388865442	
CAMK2G	DLG4	0.8549476386052599	
SRC	VWF	0.8659427526468915	
FGFR3	HGF	0.847975029345742	
CHUK	BCL10	0.8294526363440686	
Ponatinib	RET	1	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	OR3A2	0.8638247395845513	
STAT5B	IL2RA	0.8497082254156562	
PDGFRB	PTPN11	0.852328492927923	
SLCO1B1	rs11045879	0.99	
FYN	FGF23	0.8632846785253419	
Abciximab	FCGR1A	1	
FCGR3A	IGHG3	0.8614909610942352	
FCGR2A	V5-4	0.8622716890165686	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	KRT14	0.8638247395845513	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	KRT1	0.8638247395845513	
SLC29A1	rs9394992	0.99	
CD3D	FCHO2	0.8541713484689148	
FCGR2A	FCGR2A	0.8580060915991022	
Cyanocobalamin	MTRR	1	
CYP3A4	rs2246709	0.8775210229989678	
Trastuzumab	C1QC	1	
CD3D	DVL2	0.863443159858049	
FMO3	rs2266782	0.99	
UGT1A9	rs17868320	0.8953382542587163	
FGFR2	GFRA4	0.8281207788973212	
APOB	rs676210	0.8542055322677212	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	ADRA1B	0.8638247395845513	
KIT	FGF9	0.8638403979636339	
FGFR1	FGF20	0.8701046867436173	
PDGFRB	PDGFA	0.8692358410966403	
CYP3A	rs12721627	0.8953382542587163	
AMN	CUBN	0.8070556487953215	
FCGR1A	IGKV3D-20	0.8622716890165686	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	LAT	0.8638247395845513	
KDR	PIK3CA	0.8468891025876341	
ABCC2	rs8187710	0.99	
CAMK2G	GRIN2B	0.8516636985739204	
IFNGR1	IFNG	0.860343039361049	
Interferon Gamma-1b	CYP1A2	1	
ITGA2B	ITGB3	0.8660833727688901	
FGF1	FGF9	0.8711460506590507	
VEGFA	rs25648	0.99	
LYN	EFNA1	0.8582609785019573	
FGFR3	PSPN	0.8281207788973212	
PDGFRA	BTC	0.847975029345742	
FGF2	GRIN2D	0.853898073011433	
FCGR1A	FCGR3A	0.8580060915991022	
FYN	EPHA6	0.8566409204013108	
CYP3A4	rs4646440	0.9509900498999999	
EGFR	RASGRF1	0.8435102388865442	
FGFR3	FGF2	0.8695419162896381	
KDR	NCK2	0.8570412853760152	
JAK2	IL2RA	0.8281207788973212	
rs8330	UGT1A9	0.9801	
CHUK	BTRC	0.8319100629186602	
FGF1	FGF22	0.8705030387073724	
FGFR3	GFRA4	0.8281207788973212	
FGF4	SPTB	0.853898073011433	
STAT5B	IL2RG	0.8556642356373598	
FGF2	GRB2	0.870916943933636	
KDR	ROCK1	0.8252219011119977	
EPHA2	EPHA10	0.8520838925573979	
Imatinib	ORM1	1	
Sunitinib	ABCG2	1	
PDGFRA	FGF10	0.855946747881349	
CHUK	MAP3K7	0.8594519690919569	
JAK2	PIK3R1	0.8368330405128926	
KIT	GRB2	0.8691409949866795	
FGFR2	GAB1	0.8654171464560705	
CYP1A2	rs2472304	0.99	
SRC	EFNA5	0.8582609785019573	
FCGR2A	IGKV	0.8622716890165686	
STAT5B	JAK3	0.8556642356373598	
LYN	V1-7	0.8516636985739204	
FGFR4	FGF23	0.8694788835721461	
PDGFRA	CRKL	0.8319100629186602	
rs8330	UGT1A9	0.9043820750088043	
CYP2C19	CYP2C19*1, CYP2C19*10, CYP2C19*11, CYP2C19*13, CYP2C19*14, CYP2C19*15, CYP2C19*16, CYP2C19*18, CYP2C19*19, CYP2C19*26, CYP2C19*9	0.99	
LCK	VAV1	0.8532543843767528	
FGF1	BCR	0.8252219011119977	
VEGFA	ROCK1	0.8252219011119977	
UGT1A1	UGT1A1*1, UGT1A1*28, UGT1A1*37, UGT1A1*6	0.99	
FYN	SYK	0.8642476035429987	
MAP2K2	WDR83	0.786228997694123	
Ponatinib	FGFR4	1	
JAK1	STAT5B	0.8556642356373598	
CD3D	SYT9	0.8628338709774962	
ERBB2	FGF18	0.8638403979636339	
FGF1	GAB1	0.8694883172424577	
LYN	V4-2	0.8516636985739204	
KIT	SRC	0.8639651892799458	
ITGA2B	FGB	0.8661175545832356	
FGFR3	KIT	0.8435102388865442	
KIT	PIK3R1	0.8660574854133956	
PTK6	ERBB2	0.8633557898536034	
PDGFRB	PDGFRA	0.868927482007404	
FGF4	KIT	0.8638403979636339	
FCGR2A	IGKV3-15	0.8622716890165686	
PDGFRA	FGF3	0.855946747881349	
FGFR3	FGF19	0.8513157657742707	
PTK6	EGFR	0.865795589821083	
LYN	YES1	0.8670406049940645	
FYN	PTPN11	0.8622716890165686	
FGF1	RET	0.855946747881349	
LYN	EPHA3	0.8566409204013108	
BCR	TRIM24	0.855009540709891	
CYP2C19	CYP2C19*1, CYP2C19*2, CYP2C19*3, CYP2C19*4, CYP2C19*5, CYP2C19*6, CYP2C19*8	0.99	
CDK2	WEE1	0.8480904465605648	
FGFR1	KL	0.8681111380832913	
FYN	CDC42	0.8627943266759222	
FCGR1A	SYK	0.8613101570521862	
LYN	IGLC1	0.8574228804342738	
FCGR3A	IGKV2D-28	0.8631759289499149	
PTK6	EGF	0.8633557898536034	
FGFR3	HRAS	0.8590143683516748	
ABCB1	rs3789243	0.99	
FGFR1	NRG1	0.855946747881349	
FGFR1	PTPN11	0.8631020041045834	
FGF4	IRS2	0.8638403979636339	
EGFR	NEFL	0.8435102388865442	
FCGR1A	IGHV3-23	0.8622716890165686	
ERBB2	DIAPH1	0.8197146809151086	
PDGFRA	PIK3CB	0.8492966271403907	
EPHA2	NGEF	0.8351516051398434	
FCGR3A	IGHV2-5	0.8631759289499149	
Interferon Beta-1A	IFNAR2	1	
FCGR1A	V4-1	0.8622716890165686	
YES1	SRC	0.8670406049940645	
FGF2	SPTBN1	0.853898073011433	
EGFR	M6PR	0.8628338709774962	
ERBB2	NRG1	0.8700016288197234	
JAK2	CAMK2D	0.8354005520686607	
EGFR	FGF9	0.8658423074095727	
EGFR	SH3KBP1	0.8667498766278202	
FGFR4	KIT	0.8435102388865442	
FGFR2	FGF9	0.869927303536621	
IFNAR1	TYK2	0.8627142719924652	
EPHA2	EPHA8	0.8520838925573979	
LCK	LYN	0.8642332081779103	
FGF4	IL3	0.853898073011433	
TEK	ANGPT1	0.8619541249075027	
JAK1	IFNA4	0.8622496297868503	
FCGR3A	V2-8	0.8631759289499149	
STAT5B	CSF2RB	0.8557783262261931	
EGFR	HGS	0.8665370616181098	
FGF2	GRIN2A	0.853898073011433	
FGF2	FGF9	0.8711213066779037	
FGF2	FGF19	0.8693631322176066	
UGT1A9	rs3806598	0.8953382542587163	
FGF1	JAK3	0.853898073011433	
Vandetanib	CYP3A4	1	
LYN	V1-20	0.8516636985739204	
UGT1A1	rs10929303	0.9509900498999999	
ERBB2	KL	0.855946747881349	
TPMT	rs3931660	0.99	
LCK	RAC1	0.8421959353175904	
IL2	rs6822844	0.8453590922813186	
JAK2	IL2RG	0.8554315896386415	
FGF4	IL2	0.853898073011433	
FCGR1A	IGLV3-27	0.8622716890165686	
ERBB2	PDGFRB	0.8513157657742707	
FGF4	NRG4	0.8651659866513213	
ABCC2	rs113646094	0.99	
ABCC4	rs9561778	0.99	
EGFR	AKAP9	0.8435102388865442	
FGF4	HGF	0.8643329280224298	
CDK2	CCNE1	0.8606731854956389	
CD3D	TCRA	0.8618120354122875	
FCGR3A	CD247	0.8595571341704282	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	DCD	0.8638247395845513	
FCGR1A	IGKV3-20	0.8622716890165686	
CYP2D6	CYP2D6*1, CYP2D6*1xN, CYP2D6*2, CYP2D6*2xN, CYP2D6*3, CYP2D6*4, CYP2D6*5	0.99	
FCGR3A	V1-16	0.8631759289499149	
FCGR1A	V1-20	0.8622716890165686	
CAMK2G	ACTN2	0.8532543843767528	
FCGR2A	IGLV1-51	0.8622716890165686	
CYP2D6	CYP2D6*1, CYP2D6*1xN, CYP2D6*2xN, CYP2D6*3, CYP2D6*4, CYP2D6*5, CYP2D6*6	0.99	
FGF2	NRAS	0.8680533572816113	
CD3D	TGOLN2	0.8621379174857935	
FGFR2	FGF1	0.8701284707200179	
FGFR2	PSPN	0.8281207788973212	
FCGR3A	V4-2	0.8631759289499149	
FGF1	IL5	0.853898073011433	
EGFR	DNM2	0.8621379174857935	
Cyanocobalamin	TCN1	1	
FCGR2A	IGHV2-5	0.8622716890165686	
FGF2	HRAS	0.8680533572816113	
JAK1	IFNGR2	0.8595222608249842	
ERBB2	FGF3	0.8610963123912945	
FGF4	PDGFA	0.8638403979636339	
CAMK2G	CAMK2D	0.8545025065589051	
SRC	HGF	0.8439764719116958	
EGFR	MET	0.855946747881349	
VEGFA	NCK2	0.8570412853760152	
ALOX5	ALOX15	0.792109822701367	
JAK1	SOS1	0.8678174247689815	
CD3D	TRAC	0.8618120354122875	
JAK2	INPP5D	0.7989062580087279	
Sunitinib	CYP3A5	1	
YES1	CD28	0.8421959353175904	
UGT1A1	UGT1A1*1, UGT1A1*28, UGT1A1*37, UGT1A1*6	0.8775210229989678	
Olsalazine	IFNG	1	
FGFR4	FGFR1	0.8513157657742707	
CD3D	ZAP70	0.8541037391936209	
UGT1A6	rs17863783	0.8775210229989678	
FGFR3	GRB2	0.8696919220006937	
ITK	VAV1	0.8545673917919406	
Didanosine	SLC29A1	1	
YES1	GRIN1	0.8526462282435747	
CYP2D6	CYP2D6*1, CYP2D6*10, CYP2D6*3, CYP2D6*4, CYP2D6*41, CYP2D6*5, CYP2D6*6	0.99	
CD3D	AMPH	0.863443159858049	
FGF4	SHC3	0.8513157657742707	
ITGA2B	SRC	0.866126040913791	
PDGFRB	GRB7	0.8197146809151086	
UGT1A9	rs34993780	0.9509900498999999	
PDGFRA	FGF4	0.8638403979636339	
FGFR4	FGF8	0.8694788835721461	
CYP2D6	rs750996195	0.99	
FCGR2A	IGKV1D-39	0.8622716890165686	
MAP2K1	MAP2K1	0.8678174247689815	
EGFR	DVL2	0.863443159858049	
IKBKB	NOD2	0.8252219011119977	
FCGR3A	IGKV1D-33	0.8631759289499149	
FYN	PDPK1	0.8372883840480309	
FGFR4	FGF2	0.8694788835721461	
FCGR1A	IGKV1-16	0.8622716890165686	
Aminosalicylic Acid	ALOX5	1	
ABCG2	rs4148157	0.99	
ERBB2	SOS1	0.8687009828204856	
FGF1	EREG	0.8651659866513213	
ABCB1	rs1128503	0.99	
SRC	CDC42	0.8398120133516425	
IFNGR2	JAK1	0.8595222608249842	
LCK	VAV3	0.8520838925573979	
EGFR	RAPGEF2	0.8372883840480309	
JAK1	IFNA21	0.8622496297868503	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	ITGB5	0.8638247395845513	
CYP19A1	rs749292	0.99	
ERBB2	GFRA3	0.8372883840480309	
STAT5B	GH1	0.8579191844628987	
FGF4	FGF9	0.8710944861307965	
ABCC4	rs9516519	0.99	
CHUK	MAP3K8	0.849809014912932	
FCGR2A	IGHV7-81	0.8622716890165686	
CYP3A4	rs2246709	0.99	
FGFR3	GFRA2	0.8281207788973212	
LYN	KITLG	0.8639651892799458	
FYN	PECAM1	0.8354005520686607	
SRC	EPHB3	0.866499965431577	
CD3D	PIK3C2A	0.8441288359160942	
ITGA2B	RAP1A	0.8665444230442223	
FYN	VAV3	0.8608743736042008	
Peginterferon Alfa-2a	IFNAR2	1	
KDR	PAK2	0.8531802811033484	
FCGR3A	V5-4	0.8631759289499149	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	APOC2	0.8638247395845513	
rs7412	APOE	0.8132738448803432	
FGFR3	NRAS	0.8590143683516748	
FYN	LYN	0.868725407208192	
CYP3A4	MGST2	0.792109822701367	
FGFR4	FGF9	0.8694788835721461	
FYN	RAC1	0.8677998210362956	
FYN	PTK2	0.8656611030274886	
Ponatinib	LCK	1	
EGFR	CALM3	0.8435102388865442	
JAK2	CNTFR	0.8248354829013484	
JAK2	CSF2	0.865097443947573	
CD3D	PRKCQ	0.7872074365980737	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	TIAM1	0.8638247395845513	
NTRK1	KIDINS220	0.8491915666913814	
ERBB2	FGF19	0.855946747881349	
ERBB2	HBEGF	0.8698203995503382	
FGF1	NRG1	0.8655209368590407	
CYP3A4	rs4987161	0.9135172474836407	
FCGR2A	V2-17	0.8622716890165686	
LYN	CD86	0.8516636985739204	
CD3D	LDLRAP1	0.8628338709774962	
rs1042640	UGT1A	0.9801	
FCGR1A	P0CG06	0.8622716890165686	
FGF4	FGF5	0.8708817735407953	
C1R	C1QC	0.8396144291374222	
CAMK2G	GRIN2C	0.8516636985739204	
KIT	FGF23	0.8638403979636339	
LYN	IGLV3-25	0.8574228804342738	
rs7412	APOE	0.8466346272668187	
FCGR1A	IGKV1D-33	0.8622716890165686	
EGFR	GRIN2C	0.8435102388865442	
LYN	EFNB3	0.858976627682086	
SRC	VAV3	0.8544371783926548	
FCGR2A	V2-11	0.8622716890165686	
FGFR4	PLCG1	0.8589386839366804	
EGFR	FGF6	0.8643329280224298	
EGFR	ARTN	0.847975029345742	
CYP3A4	rs28371759	0.9135172474836407	
LCK	PLCG2	0.8539671061984366	
FGF4	FRS2	0.8707626197367773	
FGF4	EGFR	0.8658423074095727	
CYP2C19	CYP2C19*1, CYP2C19*10, CYP2C19*11, CYP2C19*13, CYP2C19*14, CYP2C19*15, CYP2C19*16, CYP2C19*18, CYP2C19*19, CYP2C19*22, CYP2C19*23, CYP2C19*24, CYP2C19*25, CYP2C19*26, CYP2C19*28, CYP2C19*9	0.99	
EGFR	SPTBN2	0.8435102388865442	
UGT1A1	UGT1A1*60	0.99	
