B2M	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	
RHOA	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	
SCARB2	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	
APOE	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	
PAK1	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	
PTGS2	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	
CYP2C9	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	
REN	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	
OCRL	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	
CD2AP	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	
AGTR1	Proteinuria Adverse Event	
FABP2	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	
VEGFA	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	
MTHFR	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	
PTPN22	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	
INS	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	
NPHS1	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	
AGT	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	
ALB	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	
FGA	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	
ACE	Proteinuria Adverse Event	
HP	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	
FN1	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	
NCK2	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	
CYP2C9	Proteinuria Adverse Event	
HLA-DRB1	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	
NCK1	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	
LRP2	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	
POMC	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	
AGTR1	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	
CD80	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	
CTSL	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	
HLA-DPB1	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	
INSR	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	
MTHFR	Proteinuria Adverse Event	
NPHS1	Proteinuria Adverse Event	
CFH	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	
PAK2	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	
ACE	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	
SAA1	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	
AGT	Proteinuria Adverse Event	
APOA1	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	
RET	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	
PPARA	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	
HLA-DQA1	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	
FYN	LYN	0.868725407208192	
CYP3A4	MGST2	0.792109822701367	
FYN	RAC1	0.8677998210362956	
RXRA	HDAC3	0.8535455451872151	
FYN	PTK2	0.8656611030274886	
EGFR	CALM3	0.8435102388865442	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	TIAM1	0.8638247395845513	
RXRA	H3F3B	0.8438225987934436	
CYP3A4	rs4987161	0.9135172474836407	
AGTR1	LPAR5	0.8354005520686607	
rs1042640	UGT1A	0.9801	
AGTR1	P2RY10	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	CTAGE5	0.818984274335209	
AGTR1	CHRM5	0.8354005520686607	
KIT	FGF23	0.8638403979636339	
rs7412	APOE	0.8466346272668187	
Ramipril	ACE	1	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	NLRC4	0.818984274335209	
EGFR	GRIN2C	0.8435102388865442	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	MYLK3	0.818984274335209	
RXRA	NCOA3	0.8400074412835329	
SRC	VAV3	0.8544371783926548	
CFTR	STON2	0.8628338709774962	
EGFR	FGF6	0.8643329280224298	
ACE	rs4344	0.99	
EGFR	ARTN	0.847975029345742	
CYP3A4	rs28371759	0.9135172474836407	
LCK	PLCG2	0.8539671061984366	
Etodolac	UGT1A9	1	
CYP2C19	CYP2C19*1, CYP2C19*10, CYP2C19*11, CYP2C19*13, CYP2C19*14, CYP2C19*15, CYP2C19*16, CYP2C19*18, CYP2C19*19, CYP2C19*22, CYP2C19*23, CYP2C19*24, CYP2C19*25, CYP2C19*26, CYP2C19*28, CYP2C19*9	0.99	
EGFR	SPTBN2	0.8435102388865442	
UGT1A1	UGT1A1*60	0.99	
LCK	CD86	0.8609863820689752	
Ibuprofen	UGT2B7	1	
EGFR	EGF	0.8711230631020799	
AGTR1	EDN1	0.833320481754769	
rs2070959	UGT1A6	0.8863848717161291	
CYP3A4	CYP3A4*1, CYP3A4*4	0.8775210229989678	
VEGFA	rs3025000	0.99	
FYN	PLXNA4	0.8627344076022689	
UGT1A9	rs3832043	0.9320653479069899	
CYP3A4	CYP3A4*1, CYP3A4*22	0.8775210229989678	
AGTR1	NMUR1	0.8421959353175904	
CFTR	FNBP1L	0.863443159858049	
PPARG	MED8	0.7989062580087279	
ABCC2	rs12762549	0.99	
SLCO2B1	rs12422149	0.99	
PDGFRB	ERBB2	0.8513157657742707	
KIT	KLB	0.8435102388865442	
UGT1A9	rs8330	0.9702989999999999	
AGTR1	CHRM3	0.8354005520686607	
PDPK1	AKT1	0.868316209789153	
ABCB1	rs28401781	0.99	
LCK	HLA-DQB2	0.8637443836010867	
ACE	rs4343	0.99	
Benazepril	ACE	1	
KIT	STAT1	0.8396144291374222	
LCK	CD4	0.865199774788006	
EGFR	AMPH	0.863443159858049	
PDPK1	AKT2	0.8505864487536049	
AGTR1	FPR2	0.8354005520686607	
EGFR	AVPR2	0.863443159858049	
SRC	YES1	0.8670406049940645	
AGTR1	SAA1	0.8407682499807351	
Indomethacin	PTGR2	1	
EGFR	CAMK2G	0.8435102388865442	
EPHA2	EFNA5	0.8600915199930605	
rs1042640	UGT1A1	0.8687458127689781	
ABCC4	rs1059751	0.99	
PDGFRB	FGF10	0.855946747881349	
CYP2D6	rs777560972	0.99	
FYN	PLXNA2	0.8627344076022689	
EGFR	PDGFRA	0.853898073011433	
YES1	EPHA2	0.8566409204013108	
UGT1A9	rs34993780	0.9702989999999999	
Indomethacin	CES1	1	
PPARG	rs3856806	0.99	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	PEG3	0.8638247395845513	
UGT1A9	rs17868320	0.9135172474836407	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	DGKG	0.818984274335209	
FYN	LCK	0.867773140605465	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	GCN1L1	0.8638247395845513	
FYN	EPHB6	0.866499965431577	
KIT	FGF4	0.8638403979636339	
CYP1A1	rs1048943	0.99	
AGTR1	HRH1	0.8354005520686607	
UGT1A1	rs10929303	0.8775210229989678	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	PHC3	0.818984274335209	
FYN	FGF19	0.8372883840480309	
FYN	SPTBN5	0.857186514138311	
PDGFRB	FGF2	0.8638403979636339	
EPHA2	RHOA	0.8252219011119977	
PPARG	MED29	0.7989062580087279	
UGT1A9	rs2070959	0.99	
MAPK3	CYFIP2	0.8086124452583398	
UGT1A9	rs35350960	0.9135172474836407	
SRC	TIAM1	0.851577718501957	
CFTR	REPS2	0.8628338709774962	
UGT1A9	rs2741049	0.8953382542587163	
SLCO1B1	rs2291073	0.99	
KIT	HRAS	0.855009540709891	
RARA	HIST1H3J	0.8438225987934436	
CYP3A4	CYP3A4*1, CYP3A4*4	0.99	
UGT1A9	rs6759892	0.99	
CYP3A4	rs2246709	0.9135172474836407	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	PLAG1	0.818984274335209	
PDPK1	PRKCZ	0.8458468054109449	
Vandetanib	FMO1	1	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	FAM71E2	0.8638247395845513	
SRC	EPHB2	0.866499965431577	
YES1	EFNB2	0.858976627682086	
MAPK3	FAM131B	0.8535455451872151	
rs1801133	CLCN6	0.9801	
PDGFRB	FGF1	0.8638403979636339	
UGT1A9	rs6714486	0.9509900498999999	
CYP2C8	rs10509681	0.99	
KIT	YES1	0.8639651892799458	
PDGFRB	PIK3R1	0.8656414349454913	
rs6759892	UGT1A7	0.8687458127689781	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	SGOL2	0.8638247395845513	
EGFR	FGF7	0.857607030791991	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	CABLES1	0.8638247395845513	
CYP1A2	rs4646425	0.99	
AGTR1	GNRH2	0.8407682499807351	
LCK	GRB2	0.8675717429308879	
CFTR	VAMP2	0.8628338709774962	
APOE	APOE E2, APOE E3, APOE E4	0.8051411064315397	
EGFR	ITSN1	0.8658049874828022	
Vandetanib	VEGFA	1	
SRC	PDGFRA	0.842023951637581	
PPARA	CHD9	0.7989062580087279	
EGFR	CLTC	0.8658049874828022	
SRC	FGG	0.8659427526468915	
KIT	FGF22	0.855946747881349	
YES1	EPHA5	0.8566409204013108	
FYN	NRAS	0.855009540709891	
AGTR1	GNB1	0.8549476386052599	
EGFR	ARPC5	0.8628338709774962	
EPHA2	EPHB4	0.8459813396079446	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	CROT	0.8638247395845513	
YES1	EPHA7	0.8566409204013108	
VEGFA	FYN	0.8587848464414376	
EGFR	EGFR	0.8711200850104854	
ABCB1	rs72552784	0.99	
PRDX5	TXN2	0.8219632471359692	
CYP2D6	CYP2D6*1, CYP2D6*10, CYP2D6*18, CYP2D6*2, CYP2D6*21, CYP2D6*44, CYP2D6*5	0.99	
KIT	FGF5	0.8610963123912945	
SRC	HSP90AA1	0.8629120120439986	
CFTR	ACTR2	0.8628338709774962	
CFTR	AP2B1	0.8666098248257992	
YES1	EFNA3	0.8582609785019573	
AGTR1	GHRL	0.8407682499807351	
PPARG	MED31	0.7989062580087279	
FYN	SPTBN2	0.857186514138311	
UGT1A9	rs2003569	0.99	
AGTR1	rs275651	0.99	
CYP1A2	MGST3	0.792109822701367	
AGTR1	NMBR	0.8354005520686607	
Sulindac	PPARD	1	
rs6759892	UGT1A6	0.9414801494009999	
UGT1A9	rs11692021	0.9320653479069899	
Diflunisal	PTGS1	1	
CYP3A4	rs3735451	0.9135172474836407	
YES1	YES1	0.8670406049940645	
UGT1A6	UGT1A6*1a, UGT1A6*2a, UGT1A6*3a, UGT1A6*4a, UGT1A6*8	0.9702989999999999	
SLCO1B3	rs7311358	0.99	
RXRA	FAM120B	0.7989062580087279	
LCK	LAT	0.8587066675020134	
Indomethacin	ABCC6	1	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	MYLK3	0.8638247395845513	
RXRA	NCOR1	0.8580060915991022	
RXRA	HIST2H3D	0.8438225987934436	
CYP3A	rs2740574	0.9320653479069899	
Ibuprofen	CYP2C19	1	
UGT1A6	rs1105879	0.9320653479069899	
AGTR1	GPR4	0.8354005520686607	
CYP3A	rs2740574	0.9702989999999999	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	AMPD3	0.818984274335209	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	EXOC6	0.8638247395845513	
KIT	KRAS	0.855009540709891	
AGTR1	PROK1	0.8407682499807351	
FYN	NCAM1	0.8593809415135226	
PPARA	rs135543	0.99	
VEGFA	NCK1	0.8570412853760152	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	F7	0.8638247395845513	
KIT	NRG4	0.847975029345742	
UGT2B7	rs28365063	0.99	
PDGFRB	HBEGF	0.8513157657742707	
FYN	SH2B2	0.8351516051398434	
KDR	ELMO1	0.7983096722548423	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	LDB3	0.8638247395845513	
rs6759892	UGT1A9	0.9801	
UGT2B7	rs6600879	0.99	
PLAT	PLAT	0.8545025065589051	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	SH3BP5	0.818984274335209	
EGFR	UBA52	0.8665736784466054	
FYN	FGF22	0.853898073011433	
LCK	HLA-DPB1	0.8637443836010867	
AGTR1	LPAR3	0.8354005520686607	
UGT1A1	rs8175347	0.99	
AGTR1	LPAR6	0.8354005520686607	
SRC	KITLG	0.8639651892799458	
Indomethacin	PPARA	1	
rs2070959	UGT1A10	0.92274469442792	
LCK	TCRB	0.8637443836010867	
AGTR1	P2RY6	0.8354005520686607	
CFTR	SLC18A3	0.8621379174857935	
CFTR	rs75527207	0.99	
STAT5B	GHR	0.8497082254156562	
AGTR1	GNG2	0.8549476386052599	
UGT1A9	rs2070959	0.9509900498999999	
CYP3A5	rs10264272	0.99	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	GSN	0.8638247395845513	
UGT1A6	rs4261716	0.9135172474836407	
CYP3A	rs12721627	0.9702989999999999	
PTGDR2	PMCH	0.833320481754769	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	GFAP	0.8638247395845513	
SRC	PTK2B	0.849809014912932	
EGFR	GAK	0.851137711762708	
CYP3A4	rs3735451	0.9509900498999999	
rs6759892	UGT1A7	0.9414801494009999	
UGT1A6	UGT1A6*2a	0.8953382542587163	
PDPK1	PIK3CD	0.8372883840480309	
EGFR	SPRY2	0.8390083934738375	
AGTR1	F2R	0.8252219011119977	
EPHA2	EFNA1	0.8600915199930605	
ABL1	GPC1	0.842023951637581	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	KIAA0232	0.818984274335209	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	TTR	0.8638247395845513	
MTHFR	rs1801131	0.99	
EPHA2	EPHB2	0.8459813396079446	
UGT1A8	rs6431558	0.9320653479069899	
MMP2	MMP2	0.8480904465605648	
Acitretin	RXRB	1	
Piroxicam	SLC22A6	1	
AGTR1	TACR3	0.8252219011119977	
CFTR	UBC	0.8658608065151423	
UGT1A8	rs1042597	0.8600583546412883	
ABCG2	rs72552713	0.99	
UGT1A7	rs7586110	0.9320653479069899	
CFTR	SCARB2	0.8621379174857935	
Celecoxib	CYP2D6	1	
RARG	rs2229774	0.99	
FYN	B2M	0.8516636985739204	
UGT1A9	rs58597806	0.9702989999999999	
PDPK1	BCL10	0.8590892466877382	
UGT1A1	rs4148323	0.9320653479069899	
SRC	TRIO	0.8509568505095917	
MAPK3	RAF1	0.8685130993897784	
PTGS2	rs12042763	0.99	
PDPK1	TRAT1	0.8281207788973212	
FYN	EPHA8	0.8566409204013108	
CYP2D6	rs138417770	0.99	
LCK	JAK2	0.8499089801634054	
UGT1A9	rs72551330	0.9509900498999999	
UGT1A1	rs4148323	0.8600583546412883	
SRC	STAT1	0.8396144291374222	
AGTR1	rs12721226	0.99	
UGT1A9	rs3832043	0.8953382542587163	
UGT1A8	rs6431558	0.9509900498999999	
EGFR	OCRL	0.8613363396709319	
UGT1A7	rs6759892	0.9509900498999999	
AGTR1	LPAR4	0.8354005520686607	
MAPK3	SND1	0.8535455451872151	
SRC	SHB	0.8655917512902738	
CFTR	AP2A1	0.8666098248257992	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	SLA2	0.818984274335209	
ABCB1	rs11983225	0.99	
RXRA	HIST4H4	0.8438225987934436	
CYP2D6	CYP2D6*1, CYP2D6*1xN, CYP2D6*2, CYP2D6*2xN, CYP2D6*3, CYP2D6*4, CYP2D6*5, CYP2D6*6	0.99	
AGTR1	ADRA1B	0.8354005520686607	
ABCG2	rs58818712	0.99	
UGT1A7	rs17868323	0.8775210229989678	
UGT1A8	rs1042597	0.9320653479069899	
ABCC4	rs1678387	0.99	
Captopril	MMP9	1	
CFTR	REPS1	0.8658049874828022	
SRC	ELMO1	0.7983096722548423	
EGFR	VAMP3	0.8628338709774962	
CFTR	VCP	0.8558909648136892	
SRC	PECAM1	0.8354005520686607	
ABCC4	rs16950650	0.99	
ABCG2	rs2231142	0.99	
UGT1A7	rs17863778	0.9320653479069899	
EGFR	AP2A1	0.8664242982340606	
FYN	PIK3R1	0.8681412750896756	
Dasatinib	PDGFRB	1	
KIT	FGF8	0.8638403979636339	
SRC	EPHA5	0.8566409204013108	
UGT1A8	rs6431558	0.9702989999999999	
YES1	EPHA1	0.8566409204013108	
MAPK3	MAPK3	0.868725407208192	
FYN	GIT1	0.8570412853760152	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	PCDH1	0.818984274335209	
SRC	CLEC7A	0.8086124452583398	
UGT1A9	rs6759892	0.8953382542587163	
CFTR	EPS15	0.8661005111645191	
ABCC1	rs3784864	0.99	
CYP2C9	rs7900194	0.99	
UGT1A1	rs8175347	0.8600583546412883	
SLCO1B1	rs11045819	0.99	
Ibuprofen	ABCB1	1	
STAT5B	CSF2	0.8497082254156562	
UGT1A10	rs6759892	0.99	
YES1	TIAM1	0.851577718501957	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	ST13	0.8638247395845513	
UGT1A9	rs6759892	0.9509900498999999	
AGTR1	KISS1	0.833320481754769	
KDR	BCAR1	0.8532543843767528	
EGFR	HRAS	0.8667770469385163	
Etodolac	UGT1A10	1	
RXRA	TBL1X	0.8277761371930282	
SRC	PIK3CA	0.850491991613676	
RXRA	CRABP2	0.8294526363440686	
EGFR	ARRB2	0.863443159858049	
AGTR1	NTSR2	0.8252219011119977	
PPARG	MED9	0.7989062580087279	
VEGFA	PTK2	0.8662260734280781	
Acitretin	CYP26A1	1	
CFTR	LRP2	0.8628338709774962	
FYN	ARHGEF7	0.8509568505095917	
Valsartan	AGTR1	1	
EGFR	FGF16	0.8643329280224298	
LCK	HLA-DRB5	0.8637443836010867	
LCK	CD3G	0.8637443836010867	
RXRA	SIN3A	0.8294526363440686	
SRC	EPHA1	0.8566409204013108	
UGT1A1	UGT1A1*1, UGT1A1*28	0.9320653479069899	
UGT1A1	rs4124874	0.8775210229989678	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	OR8D2	0.9111202792312738	
UGT2B7	rs7668258	0.99	
CYP3A4	rs4646437	0.8775210229989678	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	TRAPPC11	0.818984274335209	
Celecoxib	CYP3A4	1	
AGTR1	EDNRA	0.8252219011119977	
Captopril	SLC22A6	1	
CYP2D6	CYP2D6*1, CYP2D6*11, CYP2D6*12, CYP2D6*4, CYP2D6*41, CYP2D6*5, CYP2D6*59, CYP2D6*62, CYP2D6*7, CYP2D6*8	0.99	
PTK6	LRRK2	0.8375121078883685	
PDGFRB	KLB	0.8435102388865442	
ABCG2	rs13120400	0.99	
PDGFRB	CRK	0.8319100629186602	
PPARA	rs149711321	0.99	
Trandolapril	SLC15A2	1	
KIT	SHC1	0.8601235081501506	
PPARG	MED30	0.7989062580087279	
Sulindac	CYP1A1	1	
ABCC4	rs9561765	0.99	
AGTR1	OXTR	0.8252219011119977	
EGFR	FGF4	0.8658423074095727	
PDPK1	CARD11	0.8620006694119313	
PDPK1	PIK3CA	0.8601235081501506	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	CDC45	0.8638247395845513	
PTGDR2	CXCL6	0.8407682499807351	
INSR	INS	0.8616166553300053	
Flurbiprofen	ABCC4	1	
AGTR1	KISS1R	0.8252219011119977	
STAT5B	IL5	0.8497082254156562	
CYP1A2	rs72547516	0.99	
rs2740574	CYP3A4	0.92274469442792	
PPARG	MED1	0.8267126623718162	
PTK6	HBEGF	0.865795589821083	
ABCC2	rs2273697	0.99	
FYN	KIRREL	0.8492966271403907	
CYP1A2	rs4646427	0.99	
AGTR1	GNAQ	0.8595571341704282	
PTGDR2	APP	0.833320481754769	
Ibuprofen	PTGS1	1	
LCK	CDC42	0.8252219011119977	
CFTR	TFRC	0.8621379174857935	
RARG	CRABP2	0.8294526363440686	
ABCB1	rs10280101	0.99	
UGT1A7	rs7586110	0.9509900498999999	
CYP2C8	rs11572076	0.99	
EGFR	PLCG1	0.8667770469385163	
UGT1A9	rs35350960	0.9702989999999999	
FYN	NGEF	0.8351516051398434	
IKBKB	NFKB2	0.8252219011119977	
CYP2D6	CYP2D6*1, CYP2D6*1xN	0.99	
EGFR	CDC37	0.8697543949905541	
RHOA	rs11716445	0.8169696821008777	
Naproxen	PTGS2	1	
ABCC2	rs3740066	0.99	
EGFR	ERBIN	0.8252219011119977	
YES1	EPHB2	0.8591633312389747	
LCK	ZAP70	0.8541037391936209	
PPARG	FAM120B	0.7989062580087279	
CYP3A4	rs56324128	0.99	
FYN	RND1	0.8319100629186602	
UGT1A7	rs17868323	0.8600583546412883	
MAPK3	HRAS	0.8683297969239809	
EGFR	GRIN2A	0.8435102388865442	
LCK	STAT1	0.8396144291374222	
FYN	PLXNA1	0.8627344076022689	
EGFR	RASGRF2	0.8435102388865442	
UGT1A9	rs2070959	0.8953382542587163	
UGT1A9	rs2003569	0.9702989999999999	
UGT1A1	UGT1A1*60	0.9509900498999999	
CYP2D6	CYP2D6*1, CYP2D6*1xN, CYP2D6*3, CYP2D6*4, CYP2D6*5, CYP2D6*6	0.99	
CYP1A2	rs2069526	0.99	
EGFR	IL3RA	0.8435102388865442	
CFTR	ITSN1	0.8658049874828022	
FYN	ERBB2	0.847975029345742	
Celecoxib	CYP2C8	1	
RXRA	MED22	0.7989062580087279	
ACE	rs1799752	0.99	
CYP2D6	CYP2D6*1, CYP2D6*47, CYP2D6*49, CYP2D6*50, CYP2D6*51, CYP2D6*54, CYP2D6*55, CYP2D6*57, CYP2D6*72, CYP2D6*89, CYP2D6*92, CYP2D6*93, CYP2D6*96	0.99	
UGT1A9	rs11692021	0.9509900498999999	
CYP2C8	rs1934951	0.99	
CYP2D6	rs371793722	0.99	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	MYL4	0.8638247395845513	
RYR2	rs2819742	0.8551864921887058	
CYP2C9	rs4918758	0.99	
PPARD	rs1883322	0.99	
UGT1A9	rs8330	0.99	
EGFR	PIK3C2A	0.8441288359160942	
EGFR	PIK3CA	0.868221814431033	
AGTR1	ADRA1A	0.8354005520686607	
EGFR	CTTN	0.8628338709774962	
SLCO1B1	rs4149015	0.99	
KIT	FGF1	0.8638403979636339	
FYN	VAV2	0.861739576896781	
PTGS2	rs4648287	0.99	
Dasatinib	CYP3A4	1	
CFTR	PACSIN2	0.863443159858049	
CYP3A4	CYP3A4*1, CYP3A4*4	0.9135172474836407	
Captopril	ACE	1	
rs8330	UGT1A1	0.8863848717161291	
IKBKB	NOD1	0.8252219011119977	
EGFR	KITLG	0.853898073011433	
PTGDR2	SAA1	0.833320481754769	
FYN	FGFR3	0.8372883840480309	
YES1	EPHA8	0.8566409204013108	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	CAMTA1	0.818984274335209	
Vandetanib	EGFR	1	
CYP2C19	rs11188072	0.99	
Valsartan	ALB	1	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	CEP44	0.818984274335209	
Perindopril	BCHE	1	
Auranofin	IKBKB	1	
SLCO1B1	rs2291075	0.99	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	KCNMA1	0.8638247395845513	
RXRA	MED11	0.7989062580087279	
EGFR	PTPN12	0.8219632471359692	
KIT	PIK3CA	0.8660574854133956	
SRC	PAK1	0.850491991613676	
rs6759892	UGT1A6	0.9043820750088043	
UGT1A1	rs4148323	0.8775210229989678	
AGTR1	TRHR	0.8354005520686607	
SRC	NCK2	0.8574228804342738	
UGT2B7	rs6600880	0.99	
Piroxicam	PTGS1	1	
RXRA	NCOA2	0.8447236169788426	
KDR	PXN	0.8532543843767528	
MAPK3	ABI1	0.8086124452583398	
EGFR	ANGPT1	0.8435102388865442	
KDR	KDR	0.8694073891394788	
UGT1A1	rs887829	0.99	
PTGDR2	GNAI3	0.8497082254156562	
FYN	GAB2	0.8451548535446745	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	RANBP2	0.8638247395845513	
AGTR1	XCL2	0.833320481754769	
CFTR	OCRL	0.8613363396709319	
AGTR1	LPAR2	0.8354005520686607	
CYP2C19	CYP2C19*1, CYP2C19*10, CYP2C19*11, CYP2C19*13, CYP2C19*14, CYP2C19*15, CYP2C19*16, CYP2C19*18, CYP2C19*19, CYP2C19*22, CYP2C19*23, CYP2C19*24, CYP2C19*25, CYP2C19*26, CYP2C19*5, CYP2C19*6, CYP2C19*8, CYP2C19*9	0.99	
YES1	CD86	0.8516636985739204	
UGT1A10	rs2070959	0.99	
VEGFA	PIK3CA	0.8468891025876341	
CFTR	AAK1	0.865611713402943	
CYP3A4	rs2242480	0.9135172474836407	
CYP3A4	CYP3A4*1, CYP3A4*20, CYP3A4*8	0.9135172474836407	
EGFR	MATK	0.7983096722548423	
IKBKB	UBE2N	0.8470141168187869	
SRC	ITGB3	0.8675271881632185	
rs429358	TOMM40	0.8026864872759384	
KDR	rs2239702	0.99	
EGFR	VAMP4	0.8628338709774962	
