CNR1	alcohol use disorder	
CYP2E1	alcohol use disorder	
TAS2R13	alcohol use disorder	
NPSR1	alcohol use disorder	
DRD2	alcohol use disorder	
CRHR1	alcohol use disorder	
SLC6A4	alcohol use disorder	
PIK3R1	alcohol use disorder	
CRH	alcohol use disorder	
TACR1	alcohol use disorder	
AVP	alcohol use disorder	
ANKK1	alcohol use disorder	
OPRM1	alcohol use disorder	
HTR1F	S1PR3	0.8252219011119977	
ADRA1A	UTS2B	0.8407682499807351	
ADRB2	ADCYAP1R1	0.8354005520686607	
OPRM1	SSTR2	0.8354005520686607	
CYP3A4	rs56324128	0.9135172474836407	
NDUFC2	NDUFS7	0.8478585989808651	
DRD4	C5	0.8407682499807351	
HTR1E	ANXA1	0.8459813396079446	
Paroxetine	SLC6A2	1	
HTR2A	TACR3	0.8252219011119977	
OPRK1	PTGDR2	0.8252219011119977	
Carvedilol	CYP3A4	1	
DRD4	NMUR1	0.8354005520686607	
ADRA2C	ADRA2C	0.8459813396079446	
OPRM1	CCL19	0.8407682499807351	
HTR1D	GRM6	0.8252219011119977	
HTR5A	PF4	0.8407682499807351	
HRH2	CGA	0.849809014912932	
Perphenazine	CYP2C8	1	
Risperidone	DRD1	1	
HTR5A	OXGR1	0.8354005520686607	
DRD3	CCL25	0.8407682499807351	
GRIN2B	rs1806201	0.99	
ADRA1A	NMU	0.8407682499807351	
HTR1F	PMCH	0.8407682499807351	
DRD2	HTR1B	0.8354005520686607	
HRH4	CCR8	0.8354005520686607	
OPRK1	CCR6	0.8354005520686607	
HRH1	GRP	0.8407682499807351	
Olanzapine	DRD2	1	
OPRK1	ANXA1	0.8459813396079446	
ADRB3	CGA	0.849809014912932	
ADRA1A	NMBR	0.8354005520686607	
DRD4	CASR	0.8354005520686607	
DRD2	S1PR4	0.8252219011119977	
ADRB1	NPSR1	0.8354005520686607	
Eletriptan	HTR1F	1	
ADRB2	VAMP7	0.863443159858049	
HTR5A	CASR	0.8354005520686607	
DRD1	ADRB3	0.8354005520686607	
Olanzapine	ADRA2A	1	
HTR2B	GNAQ	0.8595571341704282	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	ATM	0.8638247395845513	
OPRM1	TAS2R1	0.8354005520686607	
HRH4	PF4	0.8407682499807351	
ADRB2	GPR20	0.8252219011119977	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	KLK3	0.8638247395845513	
CHRM4	GRM4	0.8252219011119977	
OPRM1	HTR5A	0.8354005520686607	
ADRB1	RAMP2	0.8421959353175904	
CHRM1	GRPR	0.8354005520686607	
ADRA1A	GPR132	0.8354005520686607	
HTR6	GPBAR1	0.8354005520686607	
DRD3	TAS2R42	0.8354005520686607	
CHRM4	CCL27	0.8407682499807351	
CHRM2	CCR9	0.8354005520686607	
CHRM2	HTR1D	0.8354005520686607	
CYP2C19	rs4986893	0.99	
CHRM5	NMUR2	0.8421959353175904	
OPRD1	GRM4	0.8252219011119977	
CHRM5	KISS1	0.833320481754769	
CYP3A4	rs28371759	0.8775210229989678	
HTR1E	HCAR1	0.8354005520686607	
DRD3	C3AR1	0.8354005520686607	
HTR7	SCT	0.8407682499807351	
ADRB2	SYT9	0.863443159858049	
DRD3	TAS2R19	0.8354005520686607	
HTR2C	GRM5	0.8354005520686607	
CHRM4	CCL20	0.8407682499807351	
OPRK1	CXCL5	0.8407682499807351	
GRIN1	GRIN2D	0.8480904465605648	
DRD4	GRM6	0.8252219011119977	
HRH4	PPBP	0.8407682499807351	
OPRD1	GRM7	0.8252219011119977	
ADRB1	ADM2	0.8407682499807351	
HTR1B	GPER1	0.8354005520686607	
ADRA1D	EDN2	0.833320481754769	
ADRA1A	UTS2	0.8407682499807351	
OPRD1	PNOC	0.8407682499807351	
CHRM3	CCKBR	0.8354005520686607	
OPRM1	CCL21	0.8407682499807351	
NTRK1	IRS1	0.8506801547405347	
CHRM2	SYT9	0.863443159858049	
DRD2	HTR1E	0.8354005520686607	
ADRA2B	GNG2	0.8626329038096527	
HTR1E	CCR10	0.8354005520686607	
DRD3	HTR1F	0.8354005520686607	
HTR1D	TAS2R19	0.8354005520686607	
HTR5A	GRM4	0.8252219011119977	
Amitriptyline	OPRD1	1	
HTR1E	LPAR1	0.8252219011119977	
HTR5A	CNR1	0.8354005520686607	
HIF1A	HIF3A	0.849809014912932	
HTR1E	DRD3	0.8354005520686607	
NDUFC2	MT-ND5	0.8370620429147057	
ADRA2B	CCL23	0.833320481754769	
Ropinirole	HTR2A	1	
ADRB1	SCTR	0.8354005520686607	
CHRM2	TAS2R3	0.8354005520686607	
HRH4	GABBR1	0.8252219011119977	
HTR1A	MCHR1	0.8354005520686607	
HRH1	NPFFR2	0.8252219011119977	
HTR2A	QRFP	0.833320481754769	
HTR1A	CCL21	0.8407682499807351	
ADRA1D	GPR65	0.8354005520686607	
HRH4	P2RY12	0.8354005520686607	
DRD2	PTGER3	0.8252219011119977	
HTR6	ADRB3	0.8354005520686607	
ADRA2C	rs11269124	0.99	
CHRM1	XCL2	0.833320481754769	
CHRM4	GRM2	0.8252219011119977	
HTR2C	NTSR1	0.8252219011119977	
HRH1	XCL2	0.833320481754769	
OPRK1	NPY4R	0.8252219011119977	
Citalopram	CYP2B6	1	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	GSN	0.818984274335209	
CHRM1	CCL23	0.833320481754769	
HTR1F	NPW	0.8407682499807351	
DRD4	PTGDR2	0.8252219011119977	
CYP3A4	CYP3A4*1, CYP3A4*1G	0.9509900498999999	
OPRK1	PTGER3	0.8252219011119977	
OPRD1	HEBP1	0.8407682499807351	
OPRM1	ADRA2B	0.8252219011119977	
HRH4	CXCL8	0.8459813396079446	
DRD2	CXCL8	0.8459813396079446	
ADRA1A	LPAR5	0.8252219011119977	
HTR1D	AGT	0.8407682499807351	
Perphenazine	CYP3A4	1	
ADRB1	CGA	0.849809014912932	
CYP3A4	CYP3A4*1, CYP3A4*1G	0.9135172474836407	
HTR1B	FPR2	0.8354005520686607	
HTR2A	XCL2	0.833320481754769	
HRH2	PTGDR	0.8252219011119977	
HTR2C	PTAFR	0.8252219011119977	
DRD3	CORT	0.8407682499807351	
ADRA2A	rs1800545	0.99	
CHRM2	CXCL8	0.8459813396079446	
HTR2B	OPN4	0.8354005520686607	
CHRM4	C5AR1	0.8354005520686607	
HTR1B	OXER1	0.8252219011119977	
DRD4	TAS2R42	0.8354005520686607	
HRH1	QRFP	0.833320481754769	
CHRM1	GNRHR	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	TRAPPC11	0.8638247395845513	
GLP2R	MC2R	0.8252219011119977	
OPRD1	C5	0.8407682499807351	
ADRB1	GHRH	0.8407682499807351	
DRD3	ADRA2B	0.8252219011119977	
HTR7	GPBAR1	0.8354005520686607	
ABCB1	ABCB1*1, ABCB1*2(PMID:11503014)	0.99	
HIF1A	ELOC	0.8599291555852738	
OPRM1	RLN3	0.8459813396079446	
CHRM5	GNAQ	0.8595571341704282	
HTR1B	CCL25	0.8407682499807351	
CHRM5	NPSR1	0.8354005520686607	
NTRK2	rs10465180	0.99	
CHRM3	OXT	0.833320481754769	
HTR1B	NMU	0.8407682499807351	
Pergolide	ADRA2C	1	
HTR2A	PMCH	0.833320481754769	
DRD4	BDKRB2	0.8354005520686607	
HTR6	PTHLH	0.8407682499807351	
OPRD1	HTR1B	0.8354005520686607	
CYP2D6	CYP2D6*1, CYP2D6*10, CYP2D6*17, CYP2D6*1xN, CYP2D6*2, CYP2D6*2xN, CYP2D6*3, CYP2D6*4, CYP2D6*40, CYP2D6*41, CYP2D6*5, CYP2D6*6	0.99	
DRD4	CXCL3	0.8407682499807351	
ADRA1B	GHSR	0.8354005520686607	
DRD1	CRHR1	0.8354005520686607	
ADRA1B	PTAFR	0.8252219011119977	
OPRK1	CCR7	0.8354005520686607	
DRD4	GNAI1	0.8526462282435747	
ADRB2	DAB2	0.8639805355496311	
ADRB2	AP2A1	0.8669217489920482	
DRD3	GRM2	0.8252219011119977	
Propranolol	CYP1A2	1	
Lurasidone	ADRA2A	1	
HRH4	PTGER3	0.8252219011119977	
ADRA1D	FFAR1	0.8354005520686607	
HIF1A	ELOB	0.8599291555852738	
CYP2C9	CYP2C9*1, CYP2C9*13, CYP2C9*3	0.99	
HTR2B	QRFPR	0.8252219011119977	
CHRM2	HTR1A	0.8354005520686607	
ADRA1D	GNRH1	0.8407682499807351	
DRD5	GLP2R	0.8354005520686607	
OPRM1	HTR1F	0.8354005520686607	
DRD5	MC5R	0.8252219011119977	
ADRB1	TAAR1	0.8354005520686607	
DRD4	CXCL5	0.8407682499807351	
CHRM3	LTB4R	0.8252219011119977	
DRD2	PYY	0.833320481754769	
CYP3A4	rs4986910	0.9135172474836407	
ADRA1A	FFAR2	0.8354005520686607	
OPRK1	C3	0.8407682499807351	
HTR1D	CCL16	0.8407682499807351	
HTR1F	GPR18	0.8354005520686607	
DRD2	rs6277	0.99	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	TSC22D1	0.8638247395845513	
HTR1F	CXCR5	0.8354005520686607	
CHRM2	PICALM	0.863443159858049	
Propranolol	SLC22A2	1	
HTR1A	CCL25	0.8407682499807351	
OPRM1	PNOC	0.8407682499807351	
HRH2	ADM2	0.8407682499807351	
ABCB1	rs2235067	0.99	
HTR1D	CXCR5	0.8354005520686607	
DRD4	CCR4	0.8354005520686607	
CYP3A4	rs2740574	0.9509900498999999	
DRD4	PYY	0.833320481754769	
DRD3	CCL19	0.8407682499807351	
OPRD1	rs4654327	0.99	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	QTRTD1	0.8638247395845513	
HTR1F	GRM2	0.8252219011119977	
CYP2C9	rs72558187	0.99	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	CNOT1	0.818984274335209	
HTR1A	TAS2R39	0.8354005520686607	
Amitriptyline	ADRA1D	1	
HRH1	LPAR3	0.8252219011119977	
HTR1B	TAS2R43	0.8354005520686607	
ADRA1A	GPR4	0.8354005520686607	
ADRA1B	XCL1	0.833320481754769	
HTR5A	C3	0.8407682499807351	
HTR1D	TAS2R3	0.8354005520686607	
HRH1	BDKRB1	0.8354005520686607	
ADRA1B	GRM5	0.8354005520686607	
ADRA1B	F2RL3	0.8252219011119977	
ADRA2A	ADRA2B	0.8459813396079446	
OPRD1	TAS2R14	0.8354005520686607	
SLC22A1	SLC22A1*1, SLC22A1*2, SLC22A1*3, SLC22A1*4, SLC22A1*5	0.99	
HTR1B	SUCNR1	0.8354005520686607	
HTR1B	ADRA2A	0.8252219011119977	
HTR1E	TAS2R30	0.8354005520686607	
ADRB2	FSHR	0.8354005520686607	
ADRA1B	QRFPR	0.8252219011119977	
HTR1F	PTGDR2	0.8252219011119977	
ADRA1B	GPR68	0.8354005520686607	
HRH4	GRM6	0.8252219011119977	
ADRB2	FZD4	0.863443159858049	
HRH2	IAPP	0.8407682499807351	
ADRA1A	QRFPR	0.8252219011119977	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	JARID2	0.8638247395845513	
ADRA1D	HTR2B	0.8354005520686607	
OPRD1	GAL	0.833320481754769	
CYP2B6	CYP2B6*1, CYP2B6*6	0.99	
OPRD1	P2RY12	0.8354005520686607	
DRD5	ADM2	0.8407682499807351	
Amitriptyline	OPRK1	1	
GLP2R	RXFP2	0.8354005520686607	
GRIN2A	CAMK2A	0.8516636985739204	
CHRM5	EDN1	0.833320481754769	
HTR2A	GRM5	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	PDE4B	0.8638247395845513	
HTR1B	CCR7	0.8354005520686607	
ADRB2	PTH2R	0.8354005520686607	
HTR1E	GABBR2	0.8252219011119977	
HTR1A	MTNR1B	0.8252219011119977	
ADRA1A	SAA1	0.833320481754769	
OPRM1	GNAT3	0.864131010283043	
HTR2A	rs6311	0.99	
OPRD1	GRM8	0.8252219011119977	
CHRM4	APP	0.8407682499807351	
CYP3A4	rs56324128	0.8775210229989678	
ADRA2A	GNAI3	0.8497082254156562	
CHRM4	CNR2	0.8354005520686607	
GRIN1	GRIN2B	0.8611505155370949	
HTR1A	GALR1	0.8252219011119977	
HRH2	ADRB1	0.8354005520686607	
VEGFA	SRC	0.8684977548176123	
CHRM2	STAM2	0.863443159858049	
DRD4	GABBR1	0.8252219011119977	
ADRA1D	NTS	0.833320481754769	
OPRK1	PNOC	0.8407682499807351	
HTR1D	CXCL13	0.8407682499807351	
HTR1A	RLN3	0.8459813396079446	
ADRA1B	GPR4	0.8354005520686607	
CHRM2	CTTN	0.8628338709774962	
ADRA1D	KISS1	0.833320481754769	
HTR2B	NPFFR2	0.8252219011119977	
HTR1D	NPY2R	0.8252219011119977	
OPRD1	HRH4	0.8354005520686607	
KCNH2	rs12720441	0.99	
NDUFC2	NDUFV1	0.8370620429147057	
HTR1F	TAS2R30	0.8354005520686607	
HRH1	GNRHR2	0.8354005520686607	
CHRM1	OXTR	0.8252219011119977	
Apomorphine	HTR1D	1	
HTR5A	HRH3	0.8354005520686607	
CHRM2	CCR3	0.8354005520686607	
HTR6	PTGDR	0.8252219011119977	
CHRM2	RLN3	0.8459813396079446	
HTR1B	PYY	0.833320481754769	
ADRB3	GLP2R	0.8354005520686607	
Teduglutide	GLP2R	1	
HTR1F	RLN3	0.8459813396079446	
CHRM1	EDNRA	0.8252219011119977	
DRD2	TAS2R19	0.8354005520686607	
HTR1D	GNAI3	0.8526462282435747	
DRD5	PTH	0.8407682499807351	
CHRM2	TFRC	0.863443159858049	
HTR1B	CCR8	0.8354005520686607	
CHRM2	CASR	0.8354005520686607	
HTR1A	LPAR5	0.8252219011119977	
HTR1D	ACKR3	0.8354005520686607	
CYP2A6	rs376817657	0.99	
OPRD1	TAS2R7	0.8354005520686607	
NDUFC2	MT-ND1	0.8433517079273392	
ADRB1	RXFP2	0.8354005520686607	
VEGFA	rs879825	0.99	
OPRK1	NPY2R	0.8252219011119977	
HRH1	NPSR1	0.8354005520686607	
HTR1A	TAS2R40	0.8354005520686607	
CHRM2	OPRD1	0.8354005520686607	
Amitriptyline	SLC6A4	1	
DRD4	CXCR3	0.8354005520686607	
ADRA1A	EDN3	0.833320481754769	
HTR1F	LPAR5	0.8252219011119977	
HTR1B	CCL28	0.8407682499807351	
OPRK1	CCL20	0.8407682499807351	
ADRA1A	NTSR1	0.8252219011119977	
HTR6	FSHB	0.8407682499807351	
DRD4	HEBP1	0.8407682499807351	
OPRK1	HCAR2	0.8354005520686607	
Olanzapine	ADRA1B	1	
ADRA1B	HTR2B	0.8354005520686607	
ADRA1B	NMU	0.8407682499807351	
HTR6	GIPR	0.8354005520686607	
HTR1B	CXCL11	0.8407682499807351	
HRH4	SSTR5	0.8354005520686607	
HTR1F	TAS2R39	0.8354005520686607	
HRH4	NPBWR1	0.8354005520686607	
HRH1	KISS1R	0.8252219011119977	
GRIN2B	CAMK2A	0.8516636985739204	
HTR2B	PTGFR	0.8252219011119977	
HTR1A	GALR3	0.8252219011119977	
DRD3	TAS2R3	0.8354005520686607	
HTR1E	TAS2R4	0.8354005520686607	
GRIN1	EPHB1	0.8526462282435747	
CYP3A4	CYP3A4*1, CYP3A4*20, CYP3A4*8	0.8775210229989678	
HTR1B	TAS2R50	0.8354005520686607	
ADRA1B	HCRTR1	0.8252219011119977	
NTRK1	NGF	0.8678435598863943	
OPRM1	rs1799971	0.99	
DRD4	SSTR1	0.8354005520686607	
HRH4	OPRL1	0.8354005520686607	
HTR2B	CASR	0.8354005520686607	
HTR1E	GNB1	0.8526462282435747	
OPRK1	CXCR4	0.8354005520686607	
HTR1D	TAS2R39	0.8354005520686607	
ADRB1	CALCB	0.8407682499807351	
HTR2C	EDN1	0.833320481754769	
HTR1A	C3AR1	0.8354005520686607	
Doxepin	ADRA2B	1	
Tramadol	GRIN3A	1	
HTR2A	UTS2R	0.8354005520686607	
DRD5	RLN3	0.8407682499807351	
OPRM1	NPY	0.833320481754769	
DRD4	GALR3	0.8252219011119977	
HTR1F	NPY4R	0.8252219011119977	
HTR1D	S1PR4	0.8252219011119977	
DRD4	NPY5R	0.8252219011119977	
OPRM1	GRM6	0.8252219011119977	
HTR1E	LPAR3	0.8252219011119977	
CYP2D6	CYP2D6*1, CYP2D6*29	0.99	
HRH2	CALCR	0.8421959353175904	
CHRM3	GNRHR	0.8354005520686607	
ADRB2	VAMP8	0.863443159858049	
HRH4	CORT	0.8407682499807351	
CHRM1	EDN1	0.833320481754769	
CHRM1	PMCH	0.833320481754769	
OPRD1	LPAR5	0.8252219011119977	
HTR2B	LPAR4	0.8354005520686607	
HTR2B	MLN	0.8407682499807351	
HTR2C	F2RL2	0.8252219011119977	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	APOC1	0.818984274335209	
CHRM1	QRFP	0.833320481754769	
CHRM2	CXCR1	0.8354005520686607	
HTR5A	NPB	0.8407682499807351	
CYP1A2	MGST2	0.792109822701367	
DRD1	GNAS	0.8549476386052599	
HTR1E	OPRL1	0.8354005520686607	
DRD3	ACKR3	0.8354005520686607	
CHRM2	TAS2R60	0.8354005520686607	
CHRM5	NMB	0.8407682499807351	
DRD4	GABBR2	0.8252219011119977	
HTR1A	SUCNR1	0.8354005520686607	
OPRM1	LPAR5	0.8252219011119977	
Propranolol	CYP3A5	1	
ADRB2	GRK3	0.8086124452583398	
ADRB3	MC3R	0.8252219011119977	
CHRM2	TAS2R46	0.8354005520686607	
Carvedilol	ADRA2B	1	
CHRM3	TAC1	0.833320481754769	
ADRB2	DRD5	0.8354005520686607	
Amitriptyline	CYP2C8	1	
HTR1A	rs10042486	0.99	
DRD2	CCL28	0.8407682499807351	
CYP3A4	CYP3A4*1, CYP3A4*22	0.9135172474836407	
ADRB3	RLN3	0.8407682499807351	
HRH4	SUCNR1	0.8354005520686607	
DRD3	TAS2R20	0.8354005520686607	
DRD3	PTGER3	0.8252219011119977	
OPRK1	TAS2R50	0.8354005520686607	
ADRA1B	CHRM3	0.8354005520686607	
SLC6A2	rs12708954	0.99	
HRH1	GRM1	0.8354005520686607	
CHRM5	UTS2R	0.8354005520686607	
HTR1D	TAS2R9	0.8354005520686607	
HTR6	MC2R	0.8252219011119977	
DRD1	RLN3	0.8407682499807351	
ADRB1	HTR6	0.8354005520686607	
CHRM2	TAS2R5	0.8354005520686607	
HTR1E	SSTR3	0.8354005520686607	
OPRM1	CXCL13	0.8407682499807351	
OPRM1	CCR1	0.8354005520686607	
ADRA1B	NPSR1	0.8354005520686607	
CFH	rs800292	0.8551864921887058	
HTR7	CRH	0.8407682499807351	
OPRK1	CCR2	0.8354005520686607	
HRH4	CCR7	0.8354005520686607	
HTR1F	APLNR	0.8354005520686607	
DRD1	GPR27	0.8252219011119977	
CHRM1	FFAR2	0.8354005520686607	
CHRM1	GNRH2	0.8407682499807351	
GLP2R	PTH2R	0.8354005520686607	
HRH1	PROK1	0.8407682499807351	
HTR2C	GCGR	0.8354005520686607	
ADRA1B	TRH	0.8407682499807351	
CHRM4	GPR18	0.8354005520686607	
HTR2C	XCR1	0.8252219011119977	
OPRD1	CCR7	0.8354005520686607	
HTR1F	TAS2R14	0.8354005520686607	
DRD4	SSTR2	0.8354005520686607	
HTR1A	CXCL11	0.8407682499807351	
OPRD1	AGT	0.8407682499807351	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	uniprotkb:P01857	0.8638247395845513	
ADRA1D	GPR132	0.8354005520686607	
OPRM1	HRH3	0.8354005520686607	
CYP2D6	CYP2D6*1, CYP2D6*3, CYP2D6*4	0.99	
ADRB2	INSL3	0.8407682499807351	
Olanzapine	ABCB1	1	
ADRB2	STAM	0.863443159858049	
HTR1B	GNG2	0.8526462282435747	
CHRM3	UTS2	0.8407682499807351	
CHRM5	OXTR	0.8252219011119977	
rs2740574	CYP3A	0.9043820750088043	
OPRK1	HTR1E	0.8354005520686607	
CHRM4	CASR	0.8354005520686607	
Carvedilol	ADRA2A	1	
OPRK1	PMCH	0.8407682499807351	
rs1800544	ADRA2A	0.9801	
HRH2	NPS	0.8407682499807351	
CHRM3	NPS	0.8407682499807351	
CHRM3	KNG1	0.8407682499807351	
HTR7	P2RY11	0.8252219011119977	
GLP2R	PTGDR	0.8252219011119977	
HTR1D	P2RY13	0.8354005520686607	
HTR1A	CCR5	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	HP	0.8638247395845513	
OPRK1	SSTR5	0.8354005520686607	
CHRM4	S1PR5	0.8252219011119977	
CHRM5	NPFFR1	0.8252219011119977	
CHRM4	P2RY14	0.8354005520686607	
ADRA2C	GNAI1	0.8497082254156562	
HTR2B	PTGER1	0.8252219011119977	
HTR1D	APLNR	0.8354005520686607	
NTRK2	rs2378676	0.99	
DRD1	HTR6	0.8354005520686607	
OPRK1	PPY	0.833320481754769	
OPRD1	TAS2R30	0.8354005520686607	
DRD4	CXCL11	0.8407682499807351	
HRH2	ADORA2B	0.8354005520686607	
HTR1F	CORT	0.8407682499807351	
HTR1D	CXCR1	0.8354005520686607	
DRD3	S1PR4	0.8252219011119977	
CHRM4	CCR6	0.8354005520686607	
HTR1B	TAS2R39	0.8354005520686607	
ADRA1B	LPAR6	0.8354005520686607	
CHRM2	TAS2R42	0.8354005520686607	
HRH1	NTSR1	0.8252219011119977	
ADRB1	RAMP1	0.8421959353175904	
CHRM4	FPR3	0.8354005520686607	
CHRM2	ADRA2B	0.8252219011119977	
HTR1E	PDYN	0.8407682499807351	
DRD2	APLN	0.8407682499807351	
HTR5A	CXCR6	0.8354005520686607	
GLP2R	ADM	0.8407682499807351	
CYP2A6	CYP2A6*10, CYP2A6*19, CYP2A6*1A, CYP2A6*1B1, CYP2A6*1X2B, CYP2A6*2, CYP2A6*20, CYP2A6*24A, CYP2A6*26, CYP2A6*27, CYP2A6*4A, CYP2A6*7, CYP2A6*9A	0.99	
CYP2D6	CYP2D6*1, CYP2D6*5, CYP2D6*8	0.99	
CHRM2	CXCL16	0.8407682499807351	
HRH4	GPR18	0.8354005520686607	
HRH1	F2R	0.8252219011119977	
NDUFC2	MT-ND3	0.8478585989808651	
OPRK1	TAS2R16	0.8354005520686607	
OPRK1	GPER1	0.8354005520686607	
DRD5	GNB1	0.8526462282435747	
DRD3	MCHR2	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	rogid:x6cpThd263Mg5MI1OElxwfuSmiY9606	0.818984274335209	
DRD3	CCL27	0.8407682499807351	
HTR2B	GNG2	0.8526462282435747	
DRD2	GABBR1	0.8252219011119977	
HRH1	PTAFR	0.8252219011119977	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	KRT1	0.8638247395845513	
DRD1	P2RY11	0.8252219011119977	
CHRM2	EPN2	0.863443159858049	
HTR7	GPR32	0.8252219011119977	
ADRB3	RAMP1	0.8421959353175904	
OPRM1	GRM4	0.8252219011119977	
HTR2A	P2RY6	0.8354005520686607	
OPRD1	HRH3	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	LAT	0.8638247395845513	
ADRB3	MC2R	0.8252219011119977	
CHRM2	SSTR2	0.8354005520686607	
ADRB3	rs4994	0.99	
OPRM1	GRM7	0.8252219011119977	
Olanzapine	ALB	1	
OPRD1	NPW	0.8407682499807351	
CHRM3	P2RY11	0.8252219011119977	
OPRK1	NPBWR2	0.8354005520686607	
HTR5A	KNG1	0.8407682499807351	
HTR1F	MTNR1B	0.8252219011119977	
HTR1A	CCL28	0.8407682499807351	
OPRK1	GRM7	0.8252219011119977	
HTR1B	DRD4	0.8354005520686607	
HRH1	EDN2	0.833320481754769	
DRD3	CHRM4	0.8354005520686607	
ADRA1D	QRFPR	0.8252219011119977	
CYP1A2	rs2472304	0.99	
ADRA1A	P2RY1	0.8354005520686607	
ADRA1A	LPAR6	0.8354005520686607	
ADRB2	AP2B1	0.8669217489920482	
HTR1E	MCHR1	0.8354005520686607	
Citalopram	CYP2E1	1	
ADRB2	CGA	0.849809014912932	
Metoprolol	ABCB1	1	
HRH1	GRPR	0.8354005520686607	
OPRK1	LPAR1	0.8252219011119977	
HTR2A	LPAR3	0.8252219011119977	
CHRM3	NTS	0.833320481754769	
OPRD1	SSTR3	0.8354005520686607	
HTR5A	CCL21	0.8407682499807351	
ADRB1	ADM	0.8407682499807351	
CYP2A6	rs56113850	0.99	
CHRM1	TRHR	0.8354005520686607	
CHRM4	TAS2R13	0.8354005520686607	
OPRD1	PPBP	0.8407682499807351	
ADRA1D	GRP	0.8407682499807351	
OPRM1	NPBWR1	0.8354005520686607	
ADRA1B	AVPR1B	0.8354005520686607	
HTR1B	GABBR1	0.8252219011119977	
CHRM1	GPR4	0.8354005520686607	
CHRM2	SH3KBP1	0.863443159858049	
CHRM2	GRM8	0.8252219011119977	
OPRK1	TAS2R8	0.8354005520686607	
HTR7	TSHB	0.8407682499807351	
HRH4	GAL	0.833320481754769	
CHRM2	CCL20	0.8407682499807351	
CHRM5	P2RY11	0.8252219011119977	
HTR1F	OPRD1	0.8354005520686607	
ADRA1A	GNA15	0.8595571341704282	
ADRB2	ADRB3	0.8354005520686607	
HTR1D	GRM8	0.8252219011119977	
HTR6	PTGIR	0.8354005520686607	
HRH1	CHRM5	0.8354005520686607	
CYP2D6	CYP2D6*1, CYP2D6*1xN, CYP2D6*2xN, CYP2D6*3, CYP2D6*4, CYP2D6*5, CYP2D6*6	0.99	
HTR6	RLN2	0.8459813396079446	
OPRM1	CCR10	0.8354005520686607	
HTR1D	PPBP	0.8407682499807351	
HTR1B	SSTR5	0.8354005520686607	
VEGFA	NCK2	0.8570412853760152	
HTR2C	TAC3	0.833320481754769	
DRD3	FPR3	0.8354005520686607	
HTR5A	CXCR5	0.8354005520686607	
CYP2D6	CYP2D6*1, CYP2D6*10, CYP2D6*3, CYP2D6*4, CYP2D6*41, CYP2D6*5, CYP2D6*6	0.99	
HTR1A	CCR8	0.8354005520686607	
Levodopa	DRD5	1	
CYP2D6	rs750996195	0.99	
ADRA1D	LTB4R	0.8252219011119977	
HTR5A	S1PR4	0.8252219011119977	
SELE	rs3917412	0.99	
CHRM1	MLN	0.8407682499807351	
DRD2	CXCL16	0.8407682499807351	
HTR1A	MT-RNR2	0.8459813396079446	
CHRM3	NTSR1	0.8252219011119977	
HTR1D	GRM7	0.8252219011119977	
CHRM1	P2RY11	0.8252219011119977	
HTR2A	rs9316233	0.99	
CHRM1	PROK1	0.8407682499807351	
CYP3A4	rs2246709	0.99	
OPRM1	MTNR1A	0.8252219011119977	
HTR5A	OXER1	0.8252219011119977	
rs7412	APOE	0.8132738448803432	
HTR2B	PROK2	0.8407682499807351	
CHRM3	NMB	0.8407682499807351	
HRH4	HCAR1	0.8354005520686607	
CHRM4	NMUR2	0.8421959353175904	
ADRA1A	NPFF	0.833320481754769	
ADRB2	TFRC	0.863443159858049	
HTR1F	MCHR2	0.8354005520686607	
OPRD1	GNB1	0.8526462282435747	
HRH4	PENK	0.8407682499807351	
OPRM1	CCL16	0.8407682499807351	
rs7412	APOE	0.8466346272668187	
NDUFC2	NDUFA12	0.8370620429147057	
OPRM1	LPAR3	0.8252219011119977	
CHRM2	CXCR2	0.8354005520686607	
ADRA1A	CHRM3	0.8354005520686607	
DRD3	GNAT3	0.8526462282435747	
CYP3A4	rs28371759	0.9135172474836407	
HTR1A	PDYN	0.8407682499807351	
OPRK1	TAS2R30	0.8354005520686607	
HTR1B	CXCR5	0.8354005520686607	
CHRM5	KISS1R	0.8252219011119977	
CHRM1	APP	0.833320481754769	
OPRM1	TAS2R19	0.8354005520686607	
DRD3	CCL21	0.8407682499807351	
VEGFA	rs3025000	0.99	
CHRM3	QRFP	0.833320481754769	
Apomorphine	DRD3	1	
